,sample,longitude,latitude,lithology,unit,authors,sio2,al2o3,fe2o3,mgo,cao,na2o,k2o,tio2,p2o5,mno,cr2o3,ni_ppm,loi,sum,ba_ppm,be_ppm,co_ppm,cs_ppm,ga_ppm,hf_ppm,nb_ppm,rb_ppm,sn_ppm,sr_ppm,ta_ppm,th_ppm,u_ppm,v_ppm,w_ppm,zr_ppm,y_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,mo_ppm,cu_ppm,pb_ppm,zn_ppm,cr_ppm,nio,as_ppm,cd_ppm,sb_ppm,bi_ppm,ag_ppm,au_ppm,hg_ppm,tl_ppm,se_ppm,sc_ppm,eu/eu*,lan/ybn,lan/smn,rb/sr,sr/y,age_ma,feot,total,ti_ppm
98,PAN-02-044,,,Granite,Chagres,"Wegner et al., 2011",75.3,13.0,2.15,0.48,2.39,5.13,0.21,0.29,0.053,0.03,,1,,99.04,205.0,,1.0,0.03,,3.14,1.11,1.1,,132.0,0.06,1.24,0.34,16.0,,89.0,29.0,7.03,21.6,2.41,11.0,3.19,0.83,3.78,0.71,4.92,1.12,3.44,0.54,3.7,0.59,,,,,,,,,,,,,,,,,0.73,1.27,1.36,0.008333333333333333,4.551724137931035,53.0,,,
99,PAN-02-045,,,Granite,Chagres,"Wegner et al., 2011",75.5,12.9,2.37,0.49,2.85,4.62,0.14,0.31,0.05,0.05,,1,,99.28,150.0,,2.0,0.03,,2.79,1.01,0.61,,146.0,0.05,1.16,0.32,16.0,,79.0,27.0,6.98,21.0,2.4,10.8,3.12,0.84,3.73,0.68,4.72,1.05,3.18,0.49,3.27,0.52,,,,,,,,,,,,,,,,,0.76,1.42,1.38,0.004178082191780822,5.407407407407407,53.0,,,
100,PAN-02-046,-79.395912509,9.309889152,Granite,Chagres,"Wegner et al., 2011",76.0,12.3,2.57,0.39,1.6,6.12,0.04,0.2,0.035,0.07,,1,,99.32,15.0,,1.0,0,,6.55,1.71,0.26,,48.0,0.09,0.76,0.36,7.0,,229.0,38.0,5.49,14.5,2.5,13.0,4.22,1.01,5.81,1.03,7.29,1.67,5.4,0.84,6.1,0.97,,,,,,,,,,,,,,,,,0.63,0.6,0.8,0.005416666666666667,1.263157894736842,53.0,,,
101,PAN-02-047,-79.477714158,9.310826556,Granite,Chagres,"Wegner et al., 2011",76.3,12.0,2.58,0.21,1.49,5.2,0.81,0.21,0.033,0.12,,0,,98.95,348.0,,1.0,0.09,,2.99,1.28,9.93,,91.0,0.07,1.33,0.34,3.0,,82.0,47.0,7.75,25.7,3.07,15.2,4.99,1.22,6.19,1.2,8.45,1.89,5.59,0.87,5.72,0.89,,,,,,,,,,,,,,,,,0.67,0.9,0.96,0.10912087912087912,1.9361702127659575,53.0,,,
102,PAN-02-048,-79.395992645,9.312276483,Basalt Andesite,Chagres,"Wegner et al., 2011",50.3,15.8,10.71,6.5,8.11,4.42,0.06,0.85,0.073,0.31,,34,,97.14,44.0,,41.0,0.03,,1.55,2.1,0.78,,177.0,0.06,0.62,0.18,345.0,,59.0,21.0,4.2,9.82,1.56,7.75,2.41,0.84,2.99,0.5,3.3,0.71,2.06,0.3,2.01,0.31,,,,,,,,,,,,,,,,,0.96,1.39,1.07,0.004406779661016949,8.428571428571429,53.0,,,
103,PAN-02-049,-79.441075966,9.323019214,Gabbro,Chagres,"Wegner et al., 2011",48.1,16.9,8.36,9.69,12.5,1.76,0.11,0.48,0.04,0.16,,205,,98.09,55.0,,49.0,0.04,,0.64,1.51,1.93,,79.0,0.03,0.12,0.03,181.0,,21.0,13.0,1.06,2.72,0.48,2.72,1.05,0.51,1.53,0.3,2.13,0.47,1.39,0.2,1.39,0.21,,,,,,,,,,,,,,,,,1.24,0.51,0.62,0.024430379746835443,6.076923076923077,53.0,,,
104,PAN-02-050,-79.437491374,9.334839108,Microdiorite,Chagres,"Wegner et al., 2011",47.7,17.0,8.9,8.3,12.56,2.28,0.12,0.64,0.045,0.16,,83,,97.71,70.0,,41.0,0.3,,0.83,1.52,2.29,,151.0,0.03,0.13,0.03,231.0,,26.0,15.0,1.02,2.93,0.53,3.12,1.28,0.53,1.82,0.36,2.53,0.55,1.6,0.24,1.58,0.24,,,,,,,,,,,,,,,,,1.07,0.43,0.49,0.015165562913907285,10.066666666666666,53.0,,,
105,PAN-02-052,-79.441216977,9.328164579,Microdiorite,Chagres,"Wegner et al., 2011",54.0,14.7,12.83,3.73,7.2,3.93,0.3,1.34,0.322,0.28,,11,,98.63,120.0,,35.0,0.11,,1.17,0.9,2.07,,198.0,0.06,0.47,0.15,295.0,,27.0,46.0,5.17,13.7,2.43,13.2,4.64,1.61,6.06,1.07,7.15,1.55,4.46,0.64,4.21,0.64,,,,,,,,,,,,,,,,,0.93,0.82,0.69,0.010454545454545454,4.304347826086956,53.0,,,
106,PAN-02-053,-79.441645474,9.323916839,Diorite,Chagres,"Wegner et al., 2011",53.8,15.6,10.32,3.5,7.3,4.73,0.32,1.84,0.5,0.31,,6,,98.22,87.0,,21.0,0.12,,0.96,0.64,2.77,,264.0,0.02,0.36,0.09,146.0,,31.0,35.0,6.02,14.4,2.57,13.7,4.36,2.09,5.49,0.88,5.62,1.18,3.31,0.45,2.92,0.44,,,,,,,,,,,,,,,,,1.31,1.37,0.85,0.010492424242424242,7.542857142857143,53.0,,,
107,PAN-02-055,-79.286111673,9.360234128,Diorite,Chagres,"Wegner et al., 2011",47.8,15.6,9.48,10.09,13.0,1.39,0.06,0.57,0.035,0.2,,168,,98.23,23.0,,50.0,0.01,,0.54,0.12,0.33,,135.0,0.01,0.05,0.02,311.0,,14.0,18.0,1.02,3.02,0.61,3.77,1.62,0.71,2.78,0.5,3.43,0.77,2.28,0.32,2.23,0.33,,,,,,,,,,,,,,,,,1.03,0.3,0.39,0.0024444444444444444,7.5,53.0,,,
108,PAN-02-056,-79.288319812,9.35732453,Microdiorite,Chagres,"Wegner et al., 2011",67.6,14.8,4.72,1.62,4.56,4.79,0.11,0.58,0.145,0.08,,6,,99.0,140.0,,10.0,0.01,,4.11,1.35,0.52,,164.0,0.07,1.34,0.33,83.0,,139.0,43.0,8.72,22.6,3.43,16.7,5.01,1.13,5.96,1.08,7.4,1.63,4.8,0.73,4.84,0.76,,,,,,,,,,,,,,,,,0.64,1.2,1.07,0.0031707317073170734,3.813953488372093,53.0,,,
109,PAN-02-058-b,-79.286803155,9.360309798,Silicified Andesite,Chagres,"Wegner et al., 2011",74.1,12.5,4.04,0.49,1.97,4.6,0.28,0.26,0.041,0.03,,0,,98.31,80.0,,7.0,0.02,,5.6,1.6,2.03,,158.0,0.08,0.72,0.38,2.0,,191.0,35.0,4.68,18.5,1.94,9.71,3.25,0.76,4.24,0.84,6.04,1.4,4.23,0.68,4.53,0.73,,,,,,,,,,,,,,,,,0.63,0.69,0.89,0.012848101265822783,4.514285714285714,53.0,,,
110,PAN-02-059,-79.272362587,9.360863564,Granite,Chagres,"Wegner et al., 2011",75.8,11.8,3.23,0.22,2.18,5.29,0.18,0.27,0.034,0.03,,1,,99.04,53.0,,2.0,0.01,,6.62,1.75,1.82,,95.0,0.09,0.97,0.4,2.0,,215.0,51.0,6.79,26.8,2.93,14.6,4.94,1.25,6.4,1.26,9.1,2.07,6.21,0.98,6.52,1.02,,,,,,,,,,,,,,,,,0.68,0.69,0.85,0.019157894736842106,1.8627450980392157,53.0,,,
111,PAN-02-060,-79.366338027,9.39003352,Granite,Chagres,"Wegner et al., 2011",77.7,12.0,1.61,0.28,1.24,5.64,0.32,0.26,0.026,0.04,,1,,99.12,251.0,,1.0,0.02,,3.57,1.67,1.76,,123.0,0.07,1.29,0.45,2.0,,115.0,21.0,7.45,24.6,2.44,11.0,3.0,0.89,3.36,0.59,3.94,0.88,2.64,0.41,2.74,0.44,,,,,,,,,,,,,,,,,0.86,1.81,1.53,0.014308943089430894,5.857142857142857,53.0,,,
112,PAN-02-063,-79.335668683,9.400767097,Granite,Chagres,"Wegner et al., 2011",69.9,14.5,3.24,1.2,3.14,5.47,0.38,0.56,0.163,0.07,,2,,98.62,279.0,,2.0,0.21,,3.15,1.95,1.01,,162.0,0.1,2.47,0.32,56.0,,101.0,28.0,6.03,18.9,2.58,12.7,3.83,1.05,4.28,0.74,4.9,1.06,3.09,0.46,3.06,0.48,,,,,,,,,,,,,,,,,0.8,1.31,0.97,0.006234567901234568,5.785714285714286,53.0,,,
113,PAN-02-064,-79.335668683,9.400767097,Andesite,Chagres,"Wegner et al., 2011",56.7,13.2,11.27,4.9,9.7,0.09,0.02,0.95,0.089,0.11,,33,,97.02,7.0,,29.0,0.01,,3.3,0.83,0.23,,397.0,0.03,1.17,0.34,357.0,,114.0,47.0,9.18,22.0,3.65,18.2,5.6,1.77,7.77,1.3,8.87,1.95,5.98,0.86,6.05,0.92,,,,,,,,,,,,,,,,,0.82,1.01,1.01,0.0005793450881612091,8.446808510638299,53.0,,,
114,PAN-02-065,-79.334855538,9.401359986,Andesite,Chagres,"Wegner et al., 2011",50.0,19.4,9.5,4.18,7.29,3.38,1.06,0.7,0.145,0.19,,11,,95.85,513.0,,29.0,0.51,,1.51,1.37,8.01,,437.0,0.08,0.78,0.24,335.0,,56.0,19.0,6.01,13.5,2.09,10.2,2.82,0.97,3.08,0.49,3.05,0.65,1.89,0.28,1.89,0.29,,,,,,,,,,,,,,,,,1.01,2.12,1.31,0.018329519450800916,23.0,53.0,,,
115,PAN-02-066,-79.334855538,9.401359986,Andesite,Chagres,"Wegner et al., 2011",52.8,15.4,7.68,9.17,7.0,2.56,0.35,0.6,0.072,0.26,,67,,95.89,572.0,,35.0,0.14,,1.58,1.17,4.69,,170.0,0.05,0.54,0.14,175.0,,56.0,22.0,3.49,8.31,1.3,6.5,2.07,0.66,2.63,0.5,3.45,0.76,2.25,0.34,2.23,0.35,,,,,,,,,,,,,,,,,0.87,1.04,1.04,0.02758823529411765,7.7272727272727275,53.0,,,
116,PAN-02-067,-79.333475406,9.40247459,Andesite,Chagres,"Wegner et al., 2011",60.8,17.4,5.0,2.32,5.66,3.79,1.38,0.35,0.171,0.15,,7,,97.02,551.0,,11.0,0.26,,1.81,1.9,9.65,,461.0,0.1,1.61,0.41,128.0,,66.0,13.0,10.4,22.5,2.84,11.3,2.33,0.77,2.34,0.33,2.0,0.43,1.29,0.2,1.38,0.23,,,,,,,,,,,,,,,,,1.01,5.02,2.75,0.020932754880694144,35.46153846153846,53.0,,,
117,PAN-02-067-1,-79.33251743,9.408590984,Basalt,Chagres,"Wegner et al., 2011",47.6,16.0,10.94,7.84,11.68,1.83,0.43,0.63,0.105,0.22,,56,,97.27,119.0,,32.0,0.38,,1.45,5.09,5.18,,231.0,0.23,0.96,0.49,664.0,,28.0,12.0,5.51,10.1,1.63,7.49,2.39,0.95,2.31,0.45,2.68,0.55,1.74,0.35,1.21,0.25,,,,,,,,,,,,,,,,,1.24,3.04,1.42,0.022424242424242423,19.25,53.0,,,
118,PAN-02-069,-79.462916111,9.351668248,Gabbro,Chagres,"Wegner et al., 2011",43.5,15.6,17.18,6.04,11.68,2.16,0.19,1.71,0.037,0.18,,55,,98.27,67.0,,55.0,0.1,,0.83,1.34,3.2,,207.0,0.06,0.35,0.08,845.0,,20.0,14.0,1.99,4.88,0.82,4.29,1.57,0.58,2.08,0.38,2.6,0.55,1.56,0.23,1.51,0.23,,,,,,,,,,,,,,,,,0.99,0.88,0.78,0.015458937198067634,14.785714285714286,53.0,,,
119,PAN-02-070,-79.4610914,9.352564522,Diorite,Chagres,"Wegner et al., 2011",55.7,17.9,8.42,3.88,7.83,2.96,0.76,0.67,0.152,0.16,,9,,98.43,242.0,,20.0,0.2,,1.62,3.26,2.78,,307.0,0.17,0.4,0.14,181.0,,57.0,14.0,3.1,9.47,1.15,5.6,1.67,0.61,1.95,0.35,2.38,0.52,1.56,0.24,1.65,0.27,,,,,,,,,,,,,,,,,1.04,1.25,1.14,0.009055374592833875,21.928571428571427,53.0,,,
120,PAN-02-071,-79.46627525,9.353789524,Micro-Granodiorite,Chagres,"Wegner et al., 2011",50.8,18.7,10.27,4.47,9.58,2.93,0.42,0.69,0.166,0.2,,13,,98.23,165.0,,29.0,0.12,,0.72,1.7,4.02,,387.0,0.09,0.44,0.14,289.0,,19.0,15.0,4.94,11.0,1.64,7.97,2.14,0.83,2.43,0.38,2.39,0.51,1.5,0.22,1.5,0.24,,,,,,,,,,,,,,,,,1.12,2.2,1.42,0.010387596899224805,25.8,53.0,,,
121,PAN-02-072,-79.46627525,9.353789524,Diorite,Chagres,"Wegner et al., 2011",50.5,22.5,7.55,2.71,11.26,3.0,0.22,0.77,0.129,0.13,,10,,98.76,124.0,,22.0,0.08,,0.72,1.31,0.91,,429.0,0.08,0.38,0.11,260.0,,23.0,12.0,3.74,8.04,1.22,5.9,1.64,0.91,1.86,0.3,1.93,0.41,1.18,0.17,1.12,0.17,,,,,,,,,,,,,,,,,1.6,2.23,1.4,0.0021212121212121214,35.75,53.0,,,
122,PAN-03-004,-79.406448438,9.288824263,Microdiorite,Chagres,"Wegner et al., 2011",53.8,17.9,7.12,4.53,11.56,2.58,0.12,0.71,0.116,0.11,,25,,98.55,43.0,,19.0,0.01,,0.94,1.49,2.27,,240.0,0.11,0.48,0.17,180.0,,27.0,31.0,4.55,10.29,1.71,9.12,3.16,1.0,4.5,0.76,5.18,1.11,3.21,0.44,2.71,0.4,,,,,,,,,,,,,,,,,0.82,1.12,0.89,0.009458333333333334,7.741935483870968,53.0,,,
123,PAN-03-006,-79.346643395,9.223843413,Gabbro,Chagres,"Wegner et al., 2011",46.0,21.0,12.22,6.27,12.19,1.55,0.04,0.92,0.213,0.23,,13,,100.63,59.0,,38.0,0.02,,0.18,0.81,0.45,,495.0,0.04,0.07,0.02,381.0,,6.0,10.0,4.04,8.92,1.36,6.8,1.87,1.02,2.47,0.36,2.26,0.48,1.37,0.19,1.28,0.2,,,,,,,,,,,,,,,,,1.46,2.1,1.33,0.0009090909090909091,49.5,53.0,,,
124,PAN-03-007,-79.346643395,9.223843413,Gabbro,Chagres,"Wegner et al., 2011",48.6,19.1,6.37,7.07,15.13,1.35,0.51,0.42,0.156,0.13,,43,,98.83,298.0,,37.0,0.19,,1.39,2.2,8.75,,456.0,0.14,0.71,0.24,226.0,,46.0,15.0,8.53,18.3,2.3,10.1,2.59,0.83,2.91,0.44,2.58,0.52,1.42,0.2,1.29,0.2,,,,,,,,,,,,,,,,,0.93,4.41,2.03,0.01918859649122807,30.4,53.0,,,
125,PAN-03-008,-79.346643395,9.223843413,Gabbro,Chagres,"Wegner et al., 2011",44.6,15.4,16.62,6.64,12.24,1.82,0.16,1.33,0.045,0.19,,12,,99.04,72.0,,63.0,0.08,,0.78,N.D.,1.59,,214.0,N.D.,0.2,0.07,838.0,,24.0,15.0,2.47,5.93,0.95,4.86,1.62,0.68,2.14,0.38,2.55,0.56,1.58,0.23,1.44,0.22,,,,,,,,,,,,,,,,,1.12,1.14,0.94,0.007429906542056075,14.266666666666667,53.0,,,
126,PAN-03-010,-79.432618898,9.448724609,Basalt,Chagres,"Wegner et al., 2011",48.3,19.1,9.83,5.0,9.56,3.6,1.34,0.65,0.109,0.14,,20,,97.64,775.0,,32.0,0.13,,0.85,0.46,9.75,,468.0,0.04,0.8,0.31,701.0,,26.0,19.0,5.38,11.1,1.62,7.89,2.36,0.85,2.82,0.47,3.17,0.72,2.08,0.3,1.88,0.29,,,,,,,,,,,,,,,,,1.01,1.91,1.4,0.020833333333333332,24.63157894736842,53.0,,,
127,PAN-03-012,-79.351539148,9.45615627,Andesite,Chagres,"Wegner et al., 2011",53.0,14.2,11.01,4.22,4.85,5.57,0.04,1.18,0.163,0.19,,16,,94.42,35.0,,35.0,0.02,,2.58,0.74,0.79,,43.0,0.07,0.68,0.28,380.0,,92.0,34.0,4.7,12.7,2.24,12.0,3.95,1.22,4.99,0.88,5.76,1.25,3.59,0.53,3.35,0.52,,,,,,,,,,,,,,,,,0.84,0.94,0.73,0.018372093023255816,1.2647058823529411,53.0,,,
128,PAN-03-013,-79.351539148,9.45615627,Andesite,Chagres,"Wegner et al., 2011",57.2,18.0,5.24,2.21,8.28,2.97,0.74,0.51,0.122,0.13,,10,,95.4,409.0,,16.0,0.3,,1.58,1.5,10.3,,305.0,0.1,1.27,0.65,225.0,,64.0,15.0,7.95,16.7,2.03,8.79,2.15,0.74,2.54,0.4,2.52,0.53,1.52,0.22,1.41,0.22,,,,,,,,,,,,,,,,,0.97,3.76,2.27,0.03377049180327869,20.333333333333332,53.0,,,
129,PAN-03-014-1,-79.351539148,9.45615627,Andesite,Chagres,"Wegner et al., 2011",54.8,16.0,4.59,2.11,5.81,3.41,1.04,0.32,0.159,0.12,,9,,88.36,619.0,,14.0,0.13,,2.05,1.84,13.8,,570.0,0.12,1.96,0.67,169.0,,82.0,15.0,14.2,29.0,3.43,13.9,2.75,0.9,2.73,0.39,2.27,0.48,1.47,0.23,1.57,0.26,,,,,,,,,,,,,,,,,1.01,6.03,3.18,0.024210526315789474,38.0,53.0,,,
130,PAN-03-015,-79.248304709,9.513725664,Gabbro,Chagres,"Wegner et al., 2011",47.5,15.9,8.02,11.44,16.41,0.62,0.02,0.24,0.021,0.14,,117,,100.31,34.0,,51.0,0.01,,0.35,0.14,0.42,,165.0,0.01,0.11,0.04,194.0,,12.0,8.0,1.17,2.81,0.49,2.67,0.97,0.46,1.55,0.26,1.77,0.38,1.11,0.15,1.03,0.15,,,,,,,,,,,,,,,,,1.15,0.76,0.74,0.002545454545454545,20.625,53.0,,,
131,PAN-03-016,-79.248304709,9.513725664,Basalt,Chagres,"Wegner et al., 2011",47.4,16.8,7.4,11.56,14.26,0.79,0.03,0.42,0.045,0.15,,249,,98.86,20.0,,47.0,0.01,,0.79,0.28,0.19,,100.0,0.02,0.18,0.07,225.0,,26.0,15.0,2.01,5.21,0.93,4.95,1.7,0.68,2.64,0.44,3.0,0.65,1.94,0.28,1.9,0.29,,,,,,,,,,,,,,,,,0.99,0.71,0.73,0.0019,6.666666666666667,53.0,,,
132,PAN-03-020,-78.820089194,9.261937765,Microdiorite,Chagres,"Wegner et al., 2011",52.6,15.2,10.61,4.87,6.38,5.87,0.26,1.22,0.161,0.17,,41,,97.33,86.0,,35.0,0.03,,2.92,1.64,2.5,,115.0,0.12,0.8,0.25,441.0,,115.0,50.0,9.87,20.0,3.42,17.2,5.11,1.67,6.73,1.11,7.21,1.58,4.43,0.62,3.79,0.61,,,,,,,,,,,,,,,,,0.88,1.74,1.19,0.021739130434782608,2.3,53.0,,,
133,PAN-04-004,-79.321398391,9.361731981,Andesite,Chagres,"Wegner et al., 2011",57.7,18.8,6.85,3.21,7.21,2.81,0.4,0.43,0.194,0.19,,3,,97.8,346.0,,12.0,0.07,,1.48,3.38,4.15,,296.0,0.29,0.53,0.21,91.0,,53.0,16.0,5.24,11.7,1.66,7.5,1.86,0.61,2.18,0.34,2.4,0.51,1.6,0.24,1.7,0.28,,,,,,,,,,,,,,,,,0.93,2.05,1.73,0.014020270270270271,18.5,53.0,,,
134,PAN-04-011,-79.13258445,9.284270289,Granodiorite,Chagres,"Wegner et al., 2011",60.9,17.7,6.49,3.02,7.27,2.73,0.85,0.33,0.122,0.16,,3,,99.57,526.0,,13.0,0.47,,0.39,1.03,16.73,,378.0,0.09,0.72,0.16,113.0,,8.0,10.0,6.46,12.51,1.62,6.63,1.52,0.47,1.66,0.24,1.68,0.36,1.12,0.17,1.21,0.2,,,,,,,,,,,,,,,,,0.91,3.56,2.61,0.04425925925925926,37.8,53.0,,,
135,PAN-06-100,-79.291829514,9.562907386,Andesite,Chagres,"Wegner et al., 2011",56.8,16.4,5.46,6.52,10.68,2.96,0.14,0.66,0.145,0.13,,77,,99.9,95.0,,25.0,0.08,,0.93,1.43,2.31,,197.0,0.06,0.65,0.18,138.0,,21.0,46.0,8.72,20.76,3.56,18.58,5.52,1.39,6.5,1.12,7.58,1.59,4.71,0.66,4.14,0.59,,,,,,,,,,,,,,,,,0.71,1.4,0.97,0.011725888324873097,4.282608695652174,53.0,,,
136,PAN-06-101,-79.291829514,9.562907386,Dacite,Chagres,"Wegner et al., 2011",62.2,17.57,4.97,2.31,5.95,4.01,1.15,0.35,0.177,0.11,,6,,98.75,640.0,,11.0,0.21,,1.86,1.93,20.76,,520.0,0.1,1.72,0.68,125.0,,70.0,13.0,11.73,23.36,3.33,13.45,2.77,0.79,2.58,0.37,2.23,0.48,1.45,0.22,1.62,0.27,,,,,,,,,,,,,,,,,0.91,4.83,2.6,0.03992307692307693,40.0,53.0,,,
137,PAN-06-102,-79.300443463,9.491697213,Cpx Segregation,Chagres,"Wegner et al., 2011",46.9,18.03,8.25,9.36,14.81,1.06,0.05,0.27,0.039,0.14,,87,,98.92,35.0,,40.0,0.05,,0.41,0.22,0.85,,241.0,0.01,0.18,0.06,200.0,,12.0,10.0,2.04,4.86,0.83,4.29,1.38,0.62,1.95,0.32,2.09,0.45,1.32,0.18,1.26,0.19,,,,,,,,,,,,,,,,,1.16,1.08,0.91,0.0035269709543568465,24.1,53.0,,,
138,PAN-06-103,-79.300443463,9.491697213,Andesite,Chagres,"Wegner et al., 2011",55.5,18.0,8.58,3.61,8.01,3.11,0.57,0.58,0.151,0.14,,3,,98.25,221.0,,16.0,0.11,,1.93,1.85,11.97,,341.0,0.12,1.11,0.34,226.0,,67.0,22.0,8.63,18.25,2.95,13.99,3.41,1.04,3.45,0.54,3.52,0.73,2.24,0.32,2.18,0.34,,,,,,,,,,,,,,,,,0.93,2.64,1.56,0.035102639296187683,15.5,53.0,,,
139,PAN-06-104,-79.300443463,9.491697213,Amphibole segregation,Chagres,"Wegner et al., 2011",53.0,19.99,5.58,3.28,11.58,3.77,0.12,1.3,0.486,0.09,,16,,99.19,73.0,,23.0,0.04,,0.57,0.8,1.88,,412.0,0.02,0.69,0.41,236.0,,16.0,50.0,15.91,34.29,5.33,25.29,6.8,1.78,7.84,1.26,7.85,1.66,4.8,0.63,3.98,0.57,,,,,,,,,,,,,,,,,0.75,2.66,1.44,0.004563106796116504,8.24,53.0,,,
140,PAN-06-105,-79.300443463,9.491697213,Andesite,Chagres,"Wegner et al., 2011",53.8,14.46,10.17,5.35,6.53,1.97,0.34,0.49,0.143,0.2,,6,,93.41,275.0,,25.0,0.2,,0.92,0.79,6.09,,348.0,0.03,0.63,0.22,233.0,,33.0,13.0,4.96,9.91,1.47,6.61,1.7,0.56,2.05,0.33,2.12,0.47,1.44,0.2,1.47,0.24,,,,,,,,,,,,,,,,,0.92,2.25,1.79,0.017499999999999998,26.76923076923077,53.0,,,
141,PAN-06-106,-79.358404447,9.379192345,Basalt Andesite,Chagres,"Wegner et al., 2011",51.6,18.62,9.97,4.8,8.78,2.75,0.58,0.52,0.141,0.18,,15,,97.95,262.0,,27.0,0.1,,1.38,1.1,9.59,,435.0,0.05,0.78,0.28,283.0,,51.0,16.0,7.02,14.87,2.33,10.63,2.55,0.79,2.62,0.39,2.44,0.52,1.57,0.22,1.54,0.25,,,,,,,,,,,,,,,,,0.94,3.04,1.69,0.02204597701149425,27.1875,53.0,,,
142,PAN-06-212,-76.2721039831,5.8843058614,Gabbro,Chagres,"Wegner et al., 2011",48.0,11.54,13.86,10.34,12.71,1.72,0.37,0.81,0.086,0.22,,54,,99.69,147.0,,58.0,0.09,,1.35,1.53,6.82,,304.0,0.09,0.31,0.12,604.0,,46.0,19.0,4.13,10.16,1.69,8.35,2.41,0.78,2.82,0.46,2.95,0.64,1.91,0.27,1.82,0.28,,,,,,,,,,,,,,,,,0.92,1.51,1.05,0.02243421052631579,16.0,53.0,,,
143,M117aKH,-81.385,8.023,Basaltic Andesite,Cordillera Central 44-46 Ma,"Lissina, 2005",51.71,16.78,10.13,4.81,9.05,2.79,1.11,1.55,0.39,0.17,,43,,100.35,571.0,,,,,4.58,11.81,13.17,,726.0,0.87,5.29,1.26,,,184.0,24.0,33.33,71.17,9.07,36.77,7.19,2.1,6.69,0.92,5.09,0.95,2.49,0.34,2.12,0.3,,,3,,35,,,,,,,,,,,,0.93,10.48,2.85,0.018140495867768596,30.25,45.0,,,
144,M141aKH,-81.169,8.049,Basalt,Cordillera Central 44-46 Ma,"Lissina, 2005",46.54,13.18,11.08,10.07,9.62,2.0,2.17,1.69,0.77,0.16,,198,,99.95,570.0,,,,,6.76,12.41,36.57,,791.0,0.76,4.38,1.48,,,262.0,30.0,48.52,108.69,14.26,59.39,12.17,3.45,9.95,1.33,6.51,1.11,2.76,0.36,2.22,0.32,,,3.25,,524,,,,,,,,,,,,0.96,14.57,2.45,0.04623261694058154,26.366666666666667,45.0,,,
145,M148aKH,-80.927,8.0,Andesite,Cordillera Central 44-46 Ma,"Lissina, 2005",57.21,18.02,6.83,1.69,4.61,4.83,1.85,0.75,0.4,0.12,,,,98.09,500.0,,,,,6.16,26.8,33.58,,563.0,1.63,5.13,1.42,,,258.0,30.0,32.21,64.4,8.0,30.79,6.32,1.86,6.03,0.94,5.42,1.05,2.91,0.43,2.89,0.44,,,4.29,,,,,,,,,,,,,,0.93,7.43,3.14,0.05964476021314387,18.766666666666666,45.0,,,
146,MV10,-77.88231,8.9007,Andesite,E Panama,"Maury et al., 1995",58.6,14.98,10.12,3.63,8.28,2.83,0.65,0.7,0.12,0.24,,27,0.26,100.41000000000001,140.0,,29.0,,,,0.5,10.4,,209.0,,1.7,0.8,349.0,,55.0,20.0,4.7,11.0,1.5,7.5,2.3,0.7,2.7,,2.9,0.66,2.1,,2.2,0.29,,,,,,,,,,,,,,,,,0.86,1.42,1.26,0.049760765550239235,10.45,54.0,,,
147,MV13,-77.88231,8.9007,Andesite,E Panama,"Maury et al., 1995",60.0,16.72,5.3,2.0,8.54,3.25,1.63,0.57,0.18,0.14,,15,1.69,100.01999999999998,362.0,,16.0,,,,2.3,28.5,,352.0,,3,1.1,197.0,,104.0,23.0,14.3,29.7,3.8,17.1,3.7,1.02,3.6,,3.2,0.62,2.0,,2.0,0.31,,,,,,,,,,,,,,,,,0.86,4.77,2.38,0.08096590909090909,15.304347826086957,54.0,,,
148,MV14,-77.88231,8.9007,Rhyolite,E Panama,"Maury et al., 1995",68.6,12.6,5.65,1.25,3.46,4.24,0.95,0.6,0.15,0.15,,8,1.29,98.94,250.0,,13.0,,,,2.1,10.5,,132.0,,2.3,0.8,128.0,,156.0,32.0,11.8,25.4,3.6,16.2,4.2,0.95,4.3,,4.6,0.88,2.9,,3.1,0.39,,,,,,,,,,,,,,,,,0.69,2.54,1.73,0.07954545454545454,4.125,54.0,,,
149,MV16,-77.88231,8.9007,Rhyolite,E Panama,"Maury et al., 1995",71.5,12.3,4.65,0.83,2.94,3.84,1.25,0.7,0.18,0.14,,5,0.96,99.49,380.0,,8.0,,,,3.2,17,,140.0,,2.8,1,45.0,,195.0,39.0,14.5,32.9,4.5,21.9,5.2,1.31,5.8,,5.8,1.23,3.9,,3.9,0.56,,,,,,,,,,,,,,,,,0.73,2.48,1.72,0.12142857142857143,3.58974358974359,54.0,,,
150,MV2,-77.88231,8.9007,Rhyolite,E Panama,"Maury et al., 1995",74.2,11.5,3.4,0.53,2.93,3.33,1.25,0.5,0.18,0.14,,7,0.94,98.89,680.0,,7.0,,,,2.6,13.2,,144.0,,2.3,0.9,73.0,,160.0,36.0,14.9,29.7,4.4,17.8,4.4,0.96,4.8,,5.4,1.21,4.1,,3.5,0.52,,,,,,,,,,,,,,,,,0.64,2.84,2.08,0.09166666666666666,4.0,54.0,,,
