Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±,Reference,Age max (Ma),±,Age min (Ma),±,Reference,Preferred Age max (Ma),±,Preferred Age min (Ma),±,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±,87Rb/86Sr,±,(87Sr/86Sr)i,147Sm/144Nd,±,143Nd/144Nd,±,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb
SA 05/03,Poma et al 2014,Choiyoi Group,Chuculaqui,Diorite,P,591476,7249004,57.66,1.23,16,1.87,5.35,7.22,7.03,0.13,3.42,6,3.73,2.13,0.47,1.28,99.27,46,98,12.3,48.3,9.81,2.23,8.02,1.23,6.3,1.22,3.58,0.52,3.13,0.46,37.6,16,6.9,15.2,1.01,15.2,0,19,30,586,40,0,0,0,0,523,264,77,0,0,0,0,2.92,0,0,0,3.8,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SA 01/03,Poma et al 2014,Choiyoi Group,Chuculaqui,Granite,P,591051,7245371,67.18,0.37,16.33,1.08,2.15,3.23,3.12,0.05,1.09,4.12,4.72,1.1,0.15,1.25,99.59,11.8,24.7,3.06,12,2.53,0.74,2.23,0.32,1.68,0.32,0.94,0.14,0.91,0.13,10.1,4,3.4,4,0.25,2.34,0,3,-10,274,-10,0,0,0,0,530,117,33,0,0,0,0,0.76,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00/60,Poma et al 2014,Choiyoi Group,Chuculaqui,Quartz diorite,P,591112,7254574,65.67,0.42,16.09,0.95,2.72,3.67,3.57,0.06,1.52,3.98,4.39,1.87,0.14,0.87,98.68,18.8,36.6,3.88,15.6,2.91,0.8,2.79,0.38,2.16,0.41,1.23,0.19,1.22,0.18,10,8,3.3,3.1,0.43,6.56,0,8,-10,415,-10,0,0,0,0,436,119,43,0,0,0,0,1.43,0,0,0,8,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00/63,Poma et al 2014,Choiyoi Group,Chuculaqui,Quartz diorite,P,591112,7254574,65.63,0.48,16.58,0.95,2.72,3.67,3.57,0.06,1.63,4.41,4.44,1.68,0.15,0.89,99.62,18.5,37.4,4.19,16.6,3.31,0.92,3.09,0.43,2.4,0.47,1.38,0.2,1.39,0.2,12,8,3.4,5.5,0.45,6.14,0,7,-10,755,-10,0,0,0,0,498,123,149,0,0,0,0,1.06,0,0,0,1.4,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00/69,Poma et al 2014,Choiyoi Group,Chuculaqui,Granite,P,625354,7275449,70.05,0.37,14.01,1.04,2.07,3.11,3.01,0.08,0.93,2.3,2.82,3.92,0.09,1.57,99.25,33.2,61.5,6.06,21.8,3.65,0.94,3.59,0.49,2.84,0.59,1.83,0.29,2.01,0.31,17.5,8,3.9,5.5,0.92,13.9,0,7,-10,578,-10,0,0,0,0,138,143,149,0,0,0,0,2.47,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M00/71,Poma et al 2014,Choiyoi Group,Chuculaqui,Granite,P,625856,7276196,68.38,0.48,14.75,1.33,2.66,3.99,3.86,0.09,1.21,3.02,2.84,3.92,0.63,0.86,100.17,34.3,65.6,6.53,24.4,4.31,1.07,4.6,0.65,3.78,0.79,2.37,0.37,2.43,0.38,23.2,11,4.5,6.8,1,14.5,0,8,-10,475,-10,0,0,0,0,164,161,152,0,0,0,0,2.57,0,0,0,7.9,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M637,Poma et al 2014,Choiyoi Group,Chuculaqui,Quartz diorite,P,591383,7243341,65.42,0.49,15.14,1.32,3.76,5.08,4.95,0.03,1.35,0.86,4.44,4.89,0.23,0,97.93,35,79.7,7.78,29,5.15,1.21,3.7,0.62,3.29,0.61,1.78,0.25,1.58,0.24,0,6,5,16,1.04,9.82,0,0,0,1205,-10,0,0,0,0,168,163,154,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,246,246,2,Poma et al 2014,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA2,Ramos and Kay 1991,Las Cabras Formation,Paramillos de Uspallata,Basalt,V,476494,6413351,47.57,2.08,15.43,1.98,9.9,11.88,11.68,0.22,8.71,9.46,2.75,1.01,0,0,99.11,16.5,39.4,0,22.8,5.55,1.69,0,0,0,0,0,0,1.84,0.26,0,26.3,0,0,0,2.3,0,0,182,213,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fused gases, INAA",0,0,235,235,5,Massabie 1986,0,0,0,0,0,0,0,0,0,0,K-Ar,Whole rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3,Ramos and Kay 1991,Las Cabras Formation,Paramillos de Uspallata,Basalt,V,476494,6413351,47.76,2.09,15.6,1.93,9.65,11.58,11.39,0.2,8.48,9.82,2.87,1.03,0,0,99.43,15.6,36.7,0,20.9,5.25,1.61,0,0,0,0,0,0,1.83,0.24,0,25.6,0,0,0,2,0,0,164,540,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fused gases, INAA",0,0,235,235,5,Massabie 1986,0,0,0,0,0,0,0,0,0,0,K-Ar,Whole rock,0.704038,0,0,0,0,0,0,0.512736,0.001,2,0,0,0,0,0,0,0,0,0,0
PA4,Ramos and Kay 1991,Las Cabras Formation,Paramillos de Uspallata,Basalt,V,476494,6413351,48.21,2.08,16.17,1.8,8.98,10.77,10.59,0.17,7.49,9.19,2.94,1.19,0,0,98.21,17.5,41.7,0,33.5,5.59,1.69,0,0,0,0,0,0,1.76,0.24,0,24.3,0,0,0,2.3,0,0,124,387,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fused gases, INAA",0,0,240,240,10,Massabie 1986,0,0,0,0,0,0,0,0,0,0,K-Ar,Whole rock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-1,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Tonalite,P,335527,7070655,59.59,0.73,15.78,2.01,6.52,8.53,8.33,0.14,3.46,6.43,2.74,1.44,0.12,2.23,99.18,1.37,7.2,0,0,1.48,0,0,0,0,0,0,0,0,0.35,28,0,0,0,0,0,0,0,0,168,0,0,0,0,0,188,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-2,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,336367,7069988,65.75,0.56,16.05,1.86,3.86,5.72,5.53,0.06,2.42,4.43,3.92,1.54,0.17,0.73,99.49,2.77,11,0,0,0.83,0,0,0,0,0,0,0,0,0.22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-3,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Quartz diorite,P,337193,7070368,55.72,0.75,17.76,4.04,7.48,11.52,11.12,0.16,4.32,8.26,2.69,0.71,0.1,1.11,99.06,1.48,2.84,0,0,1,0,0,0,0,0,0,0,0,0.43,23,0,0,0,0,0,0,0,0,2,0,0,0,0,0,192,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-4,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Gabbro,P,336392,7068050,47.98,0.91,19.82,3.83,9.37,13.2,12.82,0.2,6.2,10.37,2.16,0.18,0.12,1.55,98.86,1.04,2.22,0,0,0.68,0,0,0,0,0,0,0,0,0.32,19,0,0,0,0,0,0,0,0,46,0,0,0,0,0,237,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-5,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,336392,7068050,67.26,0.4,15.58,2.23,3.87,6.1,5.88,0.08,1.27,4.03,3.47,2.59,0.15,0.75,99.45,0.28,8.57,0,0,0.98,0,0,0,0,0,0,0,0,0.3,29,0,0,0,0,0,0,0,0,275,0,0,0,0,0,174,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-6,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,337220,7068217,65.17,0.67,15.16,2.95,4.95,7.9,7.6,0.11,2.06,4.62,3.39,2.35,0.13,0.75,99.36,1.28,1.94,0,0,0.12,0,0,0,0,0,0,0,0,0.12,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-7,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,340545,7068102,64.83,0.74,15.69,3.41,3.84,7.25,6.91,0.08,1.78,4.98,2.96,3.36,0.21,0.99,99.46,3.07,14.3,0,0,1.23,0,0,0,0,0,0,0,0,0.17,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NM-8,Rodriguez et al 2016,Flamenco Pluton,Coastal Range batholith,Tonalite,P,333059,7068776,63.82,0.59,15.7,2.21,5.28,7.49,7.27,0.13,2.63,5.74,3.27,1.48,0.16,0.53,99.33,0.56,10.5,0,0,1.29,0,0,0,0,0,0,0,0,0.57,21,0,0,0,0,0,0,0,0,172,0,0,0,0,0,174,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-AES",0,0,0,0,0,0,201,0,186,,"Berg y Breitkreuz, 1983; Brook et al., 1986; Dallmeyer et al., 1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-1,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Gabbro,P,347500,7063000,47.8,1.31,22.5,1.48,7.39,8.87,8.72,0.15,3.59,11.16,2.9,0.38,0.37,1.59,100.7,16.6,35.2,4.6,21.7,4.4,1.8,4.5,0.7,3.5,0.8,2.1,0.3,1.4,0.27,18.7,0,-5,5.7,0,1.2,0,0,0,151,0,0,0,0,0,430,0,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",191,2,0,191,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-13,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Gabbro,P,337000,7068000,47.98,0.91,19.82,0.64,3.19,3.83,3.77,0.2,6.2,10.37,2.16,0.18,0.12,1.55,98.86,5.5,11.9,1.6,7.3,1.8,0.9,2.2,0.4,2.7,0.6,1.8,0.2,1.8,0,17.7,0,-5,3,0,-0.05,0,0,0,103,0,0,0,0,0,204,0,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-11,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Quartz diorite,P,336000,7070000,55.72,0.75,17.76,1.05,2.99,4.04,3.94,0.16,4.32,8.26,2.69,0.71,0.1,1.11,99.06,9.2,19.4,2.5,12,2.8,1,3.4,0.6,3.6,0.9,2.7,0.4,2.3,0,21.2,0,-5,3.6,0,3.6,0,0,0,196,0,0,0,0,0,160,0,32.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",189,3,0,188.6,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-15-5,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Tonalite,P,344000,7058500,58.43,0.92,17.01,2.17,5.41,7.58,7.36,0.14,3.17,6.43,3.22,1.96,0.18,0.98,100.1,21,46.2,6.1,25.1,5,1.4,4.9,0.9,4.8,1.1,3,0.4,3,0.51,29.8,0,-5,6.7,0,6.8,0,0,0,363,0,0,0,0,0,273,0,76.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-8,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Tonalite,P,333000,7065000,60.08,0.65,16.96,2.03,5.08,7.11,6.91,0.14,2.93,6.15,3.47,1.33,0.12,0.73,99.68,15.2,39.1,4.9,24.1,4.5,1.3,4.6,0.7,4.4,1,3,0.4,2.8,0.48,28.5,0,-5,5.7,0,4.9,0,0,0,239,0,0,0,0,0,244,0,41.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-9,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Tonalite,P,331000,7067000,62.22,0.74,17.04,1.87,4.67,6.54,6.35,0.12,2.58,5.94,3.59,1.4,0.11,0.51,100.7,11.6,25,3.2,14.4,3.2,1,3.6,0.9,3.9,0.9,2.7,0.4,2.7,0.48,27,0,-5,5.1,0,3.6,0,0,0,232,0,0,0,0,0,201,0,44.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-2,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,348000,7061000,67.38,0.5,15.01,1.14,2.84,3.98,3.87,0.06,1.71,3.49,3.16,3.82,0.13,1.2,100.5,26.4,59.6,8,30.3,5.6,1.2,5.4,0.8,4.5,1,2.8,0.4,2.5,0.43,28.7,0,-5,8.4,0,16.5,0,0,0,487,0,0,0,0,0,286,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",189,2,0,188.7,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-6,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,333000,7058000,66.77,0.48,16.55,1.26,3.16,4.42,4.29,0.07,1.78,4.23,4.42,1.58,0.12,0.43,100.9,16.1,32.6,4.1,15.8,2.9,0.9,2.7,0.4,2.4,0.5,1.5,0.2,1.3,0.25,15.1,0,-5,5.3,0,3.5,0,0,0,321,0,0,0,0,0,357,0,41.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",213,3,0,213.2,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-7,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,334000,7063500,66.92,0.47,16.15,1.24,3.09,4.33,4.21,0.07,1.74,4.11,4.34,1.57,0.13,0.58,100.4,16,32.9,4.1,16.2,2.8,0.9,2.8,0.4,2.2,0.5,1.6,0.2,1.4,0.25,15.2,0,-5,5.2,0,3.5,0,0,0,341,0,0,0,0,0,361,0,41.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-12,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,336000,7068000,65.17,0.67,15.16,0.84,2.11,2.95,2.87,0.11,2.06,4.62,3.39,2.35,0.13,0.75,99.36,15.7,35.2,4.6,18.8,4.5,1.1,4.9,0.9,5.4,1.2,3.6,0.5,3.4,0,36.1,0,-5,5.4,0,5.2,0,0,0,328,0,0,0,0,0,147,0,78.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",192,1,0,191.7,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-14,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,338000,7068000,67.26,0.4,15.58,0.64,1.59,2.23,2.17,0.08,1.27,4.03,3.47,2.59,0.15,0.75,99.45,20.9,45,6,22,4.9,1,4.8,0.8,4.3,0.9,2.6,0.4,2.3,0,26.8,0,-5,7.5,0,7.8,0,0,0,373,0,0,0,0,0,123,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-15,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granodiorite,P,333500,7067000,67.6,0.44,15.58,1.3,3.25,4.55,4.42,0.09,1.58,4.24,3.58,2.24,0.11,0.39,100.4,20.6,41.4,5.2,19.4,3.8,1,4,0.6,3.7,0.9,2.4,0.4,2.3,0.47,24.4,0,-5,6.4,0,10.4,0,0,0,368,0,0,0,0,0,225,0,84.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",194,1,0,194,0,0,0,0,0,0,0,0,0,0,0,0,U-Pb,Zircon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-3,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granite,P,336000,7059000,74.32,0,12.94,0.52,1.03,1.55,1.5,0.03,0.31,1.48,3.28,4.12,0.04,0.8,99.04,37.2,62.9,8.7,30.38,5,0.7,5,0.8,4.5,1,3,0.4,2.7,0.49,31.6,0,-5,7.8,0,26.9,0,0,0,515,0,0,0,0,0,139,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL-16-16,Rodriguez et al 2019,Flamenco Pluton,Coastal Range batholith,Granite,P,333600,7067000,70.32,0.32,14.58,1.21,2.41,3.62,3.5,0.08,1.02,3.01,3.47,2.72,0.09,0.46,100.1,21.7,42.1,4.5,18.1,3.2,0.7,3.1,0.5,2.5,0.6,1.6,0.3,1.4,0.28,13,0,-5,6.6,0,11.3,0,0,0,443,0,0,0,0,0,162,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, ICP-MS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077,Rogers and Hawkesworth 1989,La Negra Formation,0,Basaltic andesite,V,375578,7544751,54.01,1.69,14.72,2.67,8.92,11.59,11.32,0.39,3.16,5.42,3.95,2.53,0.51,1.7,99.67,23,59.4,0,35.6,9,1.91,0,1.47,0,0,0,0.79,4.64,0,48,0,6.9,8,0.41,7.76,0,23,9,521,26,308,0,0,0,235.2,249,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, INAA, TIMS",187,13,0,186.5,0,0,0,0,0,0,0,0,0,0,0,0,Rb-Sr,Whole rock,0.70644,0,0,0,0.70315,0,0,0.51287,0,6,0.512694,6,0,0,0,0,0,0,0,0
8059,Rogers and Hawkesworth 1989,Jurassic pluton,Gatico,Quartz gabbro,P,374350,7534373,53.1,0.66,17.51,1.59,7.97,9.56,9.4,0.15,5.57,10.07,3.32,0.69,0.1,0.27,100,5.7,13.7,0,0,2.5,0.97,0,0.47,0,0,0,0.27,1.87,1.87,20,0,1.75,5,0.08,1.73,0,0,20,175,126,200,0,0,0,343,67,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, INAA, TIMS",158,6,0,158.3,0,0,0,0,0,0,0,0,0,0,0,0,Rb-Sr,Whole rock,0.70362,0,0,0,0.70329,0,0,0.5129,0,6,0.51274,6,0,0,0,0,0,0,0,0
81105,Rogers and Hawkesworth 1989,Jurassic pluton,Sierra de la Cruz,Tonalite,P,417190,7544566,62.67,0.72,16.81,1.58,3.96,5.54,5.38,0.08,2.73,5.44,4.08,1.72,0.14,0.61,100.64,15.5,34,0,16.9,3.8,1.02,0,0.61,0,0,0,0.32,2,2,27,0,4.04,9,0.39,5.4,0,0,18,264,37,100,0,0,0,378,134,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, INAA, TIMS",156,32,0,156.1,0,0,0,0,0,0,0,0,0,0,0,0,Rb-Sr,Whole rock,0.70506,0,0,0,0.70412,0,0,0.51282,0,5,0.512682,5,0,0,0,0,0,0,0,0
81094,Rogers and Hawkesworth 1989,Jurassic pluton,Cerro Colupito,Quartz monzodiorite,P,397698,7543115,58.63,0.76,16.45,2,5.7,7.7,7.5,0.17,3.08,6.18,3.56,2.69,0.17,0.99,100.38,14.8,34.3,0,19.4,4.7,1.07,0,0.72,0,0,0,0.42,2.68,2.68,30,0,4.78,6,0.35,8.42,0,0,4,440,21,173,0,0,0,336,155,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, INAA, TIMS",0,0,155,155,0,Rogers 1985,0,0,0,0,0,0,0,0,0,0,Rb-Sr,0,0.70473,0,0,0,0.70322,0,0,0.51277,0,4,0.512659,4,0,0,0,0,0,0,0,0
81078,Rogers and Hawkesworth 1989,Jurassic pluton,Tocopilla,Monzodiorite,P,377502,7556560,60,0.88,15.99,1.87,5.33,7.2,7.01,0.16,3.16,3.81,4.89,2.84,0.16,1.65,100.74,20.4,44.6,0,24.1,5.6,1.24,0,0.83,0,0,0,0.43,2.62,2.62,27,0,5.4,7,0.43,10.51,0,0,9,393,30,161,0,0,0,219,196,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"XRF, INAA, TIMS",155,13,0,154.7,0,0,0,0,0,0,0,0,0,0,0,0,Rb-Sr,Whole rock,0.70699,0,0,0,0.70387,0,0,0.51283,0,5,0.512699,5,0,0,0,0,0,0,0,0
PR-11-132A,Rossel et al 2013,Agua Salada Volcanic Complex,0,Basaltic andesite,V,279051,6578873,53.99,1.25,13.23,2.46,8.21,10.67,10.42,0.13,4.08,4.61,5.29,0.36,0.48,5.78,99.87,12.56,36.6,5.06,21.46,4.85,0.99,4.55,0.69,3.9,0.8,2.37,0.33,2.25,0.33,24.63,19.73,2.54,2.4,0.12,7.45,10.27,17.96,5.2,122.85,1.22,151.19,0,0,300.21,82.84,115.82,18.18,0,0,0.11,0.59,1.58,0.37,0,0.01,0.55,10.88,1.08,0,0.59,0.73,0.25,0,"XRF, ICP-MS, TIMS",0,0,143,143.3,1,Emparan and Calderon 2008,0,0,0,0,0,0,0,0,0,0,0,0,0.7048,0,0,0,0.703498,0,0,0.5128,0,3,0.51266,4,0,21.77,0,16,0,42.53,0,0
PR-11-134C,Rossel et al 2013,Agua Salada Volcanic Complex,0,Basaltic andesite,V,277380,6576545,55.82,1.62,13.28,2.82,9.39,12.21,11.93,0.09,4.95,7.1,3.55,1.68,0.53,0.02,100.84,15.07,30.65,4.34,18.82,4.36,0.89,4.11,0.64,3.67,0.75,2.21,0.3,2.09,0.31,22.52,16.59,2.68,1.72,0.07,4.26,11.07,8.24,3.14,202.67,6.99,138.54,0,0,72.16,130.47,116.06,33.08,0,0,0.14,0.44,1.07,0.22,0,0.01,1.42,8.76,0.75,0,2.97,0.91,0.08,0,"XRF, ICP-MS, TIMS",0,0,143,143.3,1,Emparan and Calderon 2008,0,0,0,0,0,0,0,0,0,0,0,0,0.7052,0,0,0,0.703731,0,0,0.5128,0,3,0.51267,4,0,19.98,0,15.7,0,40.11,0,0
