,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
380,KD-WR-68*,-76.78974,2.083469,n.i.,Diorite porphyry,Betulia Igneous Complex,11.6 ± 0.2,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.16,60.9,15.32,0.69,0.045,4.42,4.17,3.23,2.55,0.795,0.27,,2.54,,,99.09,,17.0,2,154,200,13,30,110,90,22,2.3,< 5,115,570.0,19.3,149,5.6,< 2,< 0.5,< 0.1,2,6.5,8,655.0,25.3,49.6,5.94,23.1,5.24,1.51,4.35,0.65,3.54,0.67,1.9,0.277,1.69,0.244,3.7,0.42,6,2.44,< 5,0.3,6.44,2.84,,,,,,,,,124.01100000000001,10.16977504806132,3.015106129416691,1.7485581604374203,0.9367237765484114,11.6,0.2
381,KD-WR-110,-76.614204,2.853898,n.i.,Diorite porphyry,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.36,64.79,16.17,0.71,0.107,1.25,5.46,3.16,1.94,0.413,0.19,,1.25,,,99.16,,8.0,1,74,< 20,6,< 20,20,80,21,1.6,< 5,50,528.0,13.1,73,5,< 2,< 0.5,< 0.1,1,0.3,1.2,1234.0,12.6,24.9,3.18,13.6,3.1,0.947,2.67,0.41,2.22,0.41,1.26,0.193,1.31,0.203,2.2,0.49,< 0.5,0.44,8,< 0.1,2.68,1.32,,,,,,,,,67.00300000000001,6.53396463426418,2.5381788485095957,1.3845782201178858,0.9789941827317437,,
382,KD-WR-111,-76.590151,2.90378,n.i.,Diorite porphyry,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.55,63.86,16.95,1.57,0.121,1.18,6.2,3.24,1.39,0.354,0.2,,0.97,,,98.87,,7.0,1,57,< 20,5,< 20,< 10,60,19,1.6,< 5,35,611.0,13.3,78,3.9,2,< 0.5,< 0.1,1,0.2,1.7,719.0,8.79,18.4,2.43,10.6,2.68,0.873,2.4,0.38,2.14,0.41,1.25,0.192,1.37,0.217,2.1,0.3,< 0.5,0.25,< 5,< 0.1,1.81,0.8,,,,,,,,,52.13199999999999,4.3585881918137295,2.0481768373323255,1.1900582093689365,1.027977072296726,,
383,KD-WR-112,-76.666652,2.989879,n.i.,Diorite porphyry,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.94,59.5,16.61,2.16,0.21,2.44,6.52,2.89,1.37,0.539,0.21,,1.89,,,98.72,,15.0,1,126,40,12,< 20,< 10,80,18,1.7,< 5,28,482.0,24.7,77,4,< 2,< 0.5,< 0.1,1,0.3,0.6,1294.0,10.6,22.1,2.97,13.3,3.47,1.14,3.47,0.6,3.62,0.77,2.5,0.388,2.65,0.427,2.3,0.33,< 0.5,0.24,< 5,< 0.1,1.85,0.78,,,,,,,,,68.00500000000001,2.717299578059072,1.9076107442940697,0.889531088289149,0.9905634388488248,,
384,KD-WR-113,-76.647865,2.968357,n.i.,Diorite porphyry,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4,61.19,17.0,0.95,0.196,1.53,5.97,3.04,2.06,0.451,0.23,,2.31,,,99.36,,9.0,1,90,20,7,< 20,< 10,70,16,1.7,< 5,44,513.0,17.9,81,3.5,2,< 0.5,< 0.1,< 1,0.3,0.3,814.0,14.9,27.5,3.36,13.2,3.06,1.01,2.93,0.48,2.92,0.57,1.85,0.296,2.13,0.332,2.1,0.32,1.4,0.31,< 5,< 0.1,3.81,1.44,,,,,,,,,74.53799999999998,4.752084942849786,3.040732467389206,0.9344703948020048,1.013557465567299,,
385,KD-WR-150,-77.155541,1.481217,n.i.,Diorite porphyry,"Berruecos porphyry suite, Upper Cauca",9.9 ± 0.8,K-Ar,Amphibole,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.39,62.52,15.72,2.47,0.093,3.48,4.37,5.1,1.92,0.62,0.25,,1.09,,,100.02300000000001,,12.0,1,120,170,17,50,20,70,20,1.3,< 5,45,966.0,17.7,117,5.8,< 2,< 0.5,< 0.1,3,< 0.2,1.8,1611.0,26.8,46.2,5.28,20.4,4.17,1.25,3.43,0.54,2.87,0.52,1.54,0.226,1.47,0.214,2.9,0.45,< 0.5,0.38,18,0.1,7.1,2.46,,,,,,,,,114.91000000000003,12.384970865983526,4.0133968774347615,1.5850914205344588,0.9778277459014667,9.9,0.8
386,KD-WR-174*,-76.761434,2.222572,1161,Bt-plag porphyry,"Cerro Gordo porphyry suite, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.84,60.54,14.74,0.73,0.071,3.07,5.02,3.63,1.34,0.473,0.18,,4.38,,,98.45,,13.0,1,112,170,12,< 20,30,190,16,0.9,19,23,600.0,8.8,95,3.3,5,1.3,< 0.1,< 1,1.9,0.4,954.0,8.96,17.9,2.06,8.69,2.23,0.631,2.12,0.28,1.54,0.32,0.94,0.135,0.82,0.129,2.9,0.23,< 0.5,0.21,8,33.5,2.06,1.38,,,,,,,,,46.75499999999999,7.422867140063807,2.5090915971315586,1.7563033858186685,0.8714970377105983,,
387,KD-WR-175*,-76.761434,2.222572,1161,Bt-plag porphyry,"Cerro Gordo porphyry suite, Upper Cauca",14.0 ± 0.3,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,5.15,57.85,14.71,0.99,0.112,4.92,6.06,3.13,2.2,0.685,0.24,,3.5,,,99.547,,20.0,1,157,330,21,40,40,330,17,1.4,6,43,595.0,14.2,108,4.8,3,1,< 0.1,< 1,2.5,2.1,1061.0,16.4,30.3,3.38,13.2,3.22,0.975,3.08,0.44,2.43,0.49,1.46,0.21,1.28,0.194,3.1,0.34,< 0.5,0.41,12,0.9,3.53,1.81,,,,,,,,,77.05899999999998,8.703850210970463,3.180543543779647,1.6346255274261603,0.9302182294162528,14.0,0.3
388,KD-WR-176*,-76.820641,2.137363,1400,Plag porphyry,"Dominical porphyry suite, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.49,60.16,16.18,1.67,0.088,2.56,6.25,2.7,1.51,0.533,0.2,,3.08,,,99.93,,17.0,1,135,40,6,< 20,< 10,1350,16,1.4,< 5,31,392.0,14.8,86,4.8,< 2,0.6,0.1,< 1,1.1,3.4,638.0,12.0,22.8,2.57,10.7,2.65,0.876,2.74,0.42,2.44,0.51,1.62,0.248,1.59,0.247,2.5,0.4,0.8,0.5,< 5,9.1,1.95,1.24,,,,,,,,,61.41099999999999,5.126980335960512,2.8278003343682827,1.170660510044317,0.9824701672664283,,
389,KD-WR-177*,-76.821611,2.136377,1387,Qtz-plag porphyry,"Dominical porphyry suite, Upper Cauca",17.0 ± 0.4,U-Pb (LA-ICP-MS),Zircon,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.27,62.03,15.66,1.17,0.048,1.71,4.93,3.75,2.06,0.471,0.19,,2.81,,,98.09899999999999,,9.0,1,89,30,11,< 20,30,220,17,1.3,8,45,489.0,9.7,99,5.2,< 2,0.9,< 0.1,1,2.3,3.8,1190.0,13.7,25.8,2.98,12.1,2.97,0.958,2.82,0.33,1.72,0.32,0.9,0.131,0.83,0.122,2.8,0.4,1,0.8,17,20.4,2.23,1.33,,,,,,,,,65.681,11.212953078135326,2.880563724445581,2.308067713893549,0.9939702168786123,17.0,0.4
390,KD-WR-224*,-76.749725,2.631353,1467,Hb quartz diorite,"Cajibio porphyry intrusion, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,1.29,68.86,16.39,0.24,0.039,0.55,3.75,3.14,2.39,0.126,0.06,,2.84,,,99.84,,2.0,1,10,< 20,1,< 20,20,60,17,1.2,< 5,53,777.0,2.8,71,8.9,< 2,< 0.5,< 0.1,< 1,< 0.2,1.8,2197.0,6.24,9.99,1.4,5.8,1.37,0.496,1.12,0.15,0.58,0.09,0.22,0.029,0.17,0.022,1.9,0.57,< 0.5,0.3,10,< 0.1,1.07,1.5,,,,,,,,,27.676999999999996,24.935219657483245,2.844313037050725,4.475552246214941,1.1837430170472392,,
391,KD-WR-226*,-76.500399,2.924189,n.i.,Diorite,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.06,61.08,15.3,< 0.01,0.126,1.36,4.74,3.79,1.68,0.372,0.18,,5.61,,,98.67,,8.0,1,255,320,6,< 20,10,60,15,1.7,< 5,43,215.0,11.8,83,31.6,98,< 0.5,< 0.1,< 1,< 0.2,2.7,933.0,8.14,15.4,2.12,9.11,2.3,0.672,2.18,0.35,2.05,0.4,1.18,0.192,1.32,0.212,2.1,0.59,< 0.5,0.32,< 5,< 0.1,1.49,1.03,,,,,,,,,45.62599999999999,4.189170182841069,2.2100898917629794,1.1219153560925714,0.9009937873325792,,
392,KD-WR-227,-76.534481,3.021319,n.i.,Hb-bt Granodiorite,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.75,67.84,16.61,0.08,0.093,0.92,4.48,3.79,1.94,0.262,0.1,,1.05,,,100.2,,5.0,1,44,< 20,3,< 20,< 10,60,17,1.5,< 5,45,516.0,6.4,73,8.9,< 2,< 0.5,< 0.1,< 1,< 0.2,1.5,1011.0,4.9,9.37,1.29,5.6,1.33,0.399,1.2,0.19,1.14,0.22,0.65,0.104,0.75,0.122,2,0.74,< 0.5,0.27,7,< 0.1,0.81,0.56,,,,,,,,,27.264999999999993,4.438255977496484,2.3006884299355987,1.0869198312236288,0.9438909170398592,,
393,KD-WR-228,-76.519384,3.064796,n.i.,Bt-hb granodiorite,Buenos Aires - Santander de Quilichao porphyry suite,,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.36,68.29,15.24,0.65,0.048,0.85,3.75,3.46,2.39,0.332,0.13,,0.65,,,98.4,,3.0,1,30,< 20,3,< 20,< 10,50,19,1.3,< 5,63,540.0,5.8,87,8.6,< 2,< 0.5,< 0.1,< 1,< 0.2,2,1435.0,8.85,15.0,2.15,9.04,2.14,0.596,1.86,0.25,1.08,0.18,0.46,0.062,0.39,0.058,2.3,0.58,< 0.5,0.36,7,< 0.1,1.57,1.08,,,,,,,,,42.11599999999999,15.415449529373577,2.582515083402342,3.239857189224278,0.8893606459026815,,
394,KD-WR-250,-76.814745,1.99475,2811,Quartz diorite porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.71,61.3,15.0,1.56,0.095,4.75,5.6,3.62,1.17,0.633,0.22,,1.18,,,100.4,,15.0,2,135,270,18,50,20,110,20,1.2,< 5,43,646.0,12.4,110,4.7,< 2,< 0.5,< 0.1,< 1,< 0.2,5.5,854.0,15.8,33.4,4.03,15.0,3.17,1.07,2.83,0.46,2.5,0.44,1.18,0.162,1.01,0.158,3.3,0.32,< 0.5,1.07,90,0.2,4.05,2.02,,,,,,,,,81.21000000000001,10.627062706270626,3.1125131440588856,1.9034549024522707,1.066516024718316,,
395,KD-WR-251,-76.811672,2.020398,2163,Granodiorite Porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,1.42,66.91,15.79,2.02,0.051,1.55,3.78,4.52,2.12,0.435,0.17,,0.54,,,99.48,,7.0,1,69,40,6,< 20,170,30,21,0.9,< 5,55,756.0,8.6,130,4.8,< 2,< 0.5,< 0.1,2,< 0.2,1.4,1542.0,15.9,32.0,3.76,13.4,2.61,0.754,2.22,0.34,1.74,0.29,0.81,0.119,0.76,0.109,3.9,0.37,1.2,0.57,58,0.7,4.43,2.55,,,,,,,,,74.81200000000001,14.212191872085276,3.804258208448518,1.9843437708194538,0.9303310030868513,,
396,KD-WR-252,-76.802677,2.03815,1858,Bt diorite,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.34,63.18,14.64,0.72,0.087,4.1,5.06,3.46,1.8,0.725,0.28,,1.08,,,99.96,,15.0,2,135,240,12,30,40,70,19,1.4,15,49,590.0,17.1,144,5.7,10,< 0.5,< 0.1,1,< 0.2,1.9,1050.0,23.2,48.3,5.76,20.8,4.45,1.26,3.96,0.6,3.33,0.6,1.64,0.241,1.56,0.227,4.2,0.4,< 0.5,0.64,40,0.3,6.76,2.13,,,,,,,,,115.928,10.102780482527317,3.2556772388944197,1.72444011684518,0.895794321611629,,
397,KD-WR-253,-76.813712,2.043817,1815,Bt diorite,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,5.63,59.12,16.35,0.49,0.095,4.31,5.68,3.03,1.83,0.777,0.27,,0.9,,,99.12,,19.0,2,156,220,19,40,40,100,20,1.0,6,64,681.0,16.8,193,6.4,2,< 0.5,< 0.1,4,2.6,4.2,1283.0,19.5,37.3,4.51,18.0,4.36,1.27,4.07,0.63,3.45,0.61,1.67,0.237,1.48,0.214,5.2,0.48,1.1,0.72,41,< 0.1,4.77,2.15,,,,,,,,,97.30099999999999,8.950564488539172,2.792939263732435,1.8681434599156117,0.903904979398509,,
398,KD-WR-254,-76.819006,2.036414,2099,Bt diorite,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,6.21,59.35,16.4,< 0.01,0.09,3.92,5.04,3.92,1.68,0.823,0.23,,1.24,,,99.49,,17.0,2,140,270,20,40,30,60,21,1.2,< 5,62,727.0,15.1,183,7.1,3,< 0.5,< 0.1,< 1,< 0.2,3.2,1141.0,21.1,44.3,5.28,18.7,3.93,1.25,3.57,0.56,3.03,0.55,1.53,0.209,1.32,0.199,5,0.51,1.3,0.48,9,< 0.1,4.66,1.98,,,,,,,,,105.528,10.858905510804247,3.3527662361366106,1.837265055619486,0.9980046819065763,,
399,KD-WR-255,-76.822332,2.036907,2228,Bt diorite porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.93,61.37,14.9,0.51,0.088,4.21,5.13,3.83,2.21,0.703,0.28,,0.97,,,99.68,,16.0,2,143,210,18,40,40,100,19,1.1,6,61,725.0,16.1,193,5.3,< 2,< 0.5,< 0.1,1,0.7,1.6,1257.0,22.5,45.4,5.51,20.3,4.2,1.22,3.71,0.59,3.23,0.57,1.47,0.21,1.38,0.214,5.3,0.36,< 0.5,0.89,10,0.3,5.54,2.58,,,,,,,,,110.50399999999999,11.07594936708861,3.3453887884267632,1.826300984528833,0.9216883114084794,,
400,KD-WR-256,-76.82982,2.053745,1719,Granodiorite Porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.29,66.02,15.59,1.56,0.073,2.63,3.66,4.21,2.14,0.472,0.22,,1.36,,,100.5,,11.0,2,93,150,10,20,10,50,19,1.0,< 5,55,697.0,11.5,109,4.7,< 2,< 0.5,< 0.1,< 1,< 0.2,1,1472.0,20.1,40.0,4.58,16.5,3.33,0.932,2.94,0.43,2.32,0.42,1.17,0.164,1.02,0.153,3.3,0.35,< 0.5,0.65,10,0.2,5.53,2.18,,,,,,,,,94.05900000000001,13.386696450732192,3.7693389592123774,1.958054107719037,0.888245538100874,,
401,KD-WR-257,-76.828641,2.051974,1792,Bt diorite porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.44,62.77,15.83,1.77,0.088,3.37,5.13,4.55,1.84,0.651,0.27,,0.75,,,100.8,,15.0,2,134,110,12,20,40,90,20,1.4,< 5,36,646.0,14.1,114,4.8,< 2,< 0.5,< 0.1,< 1,< 0.2,0.5,1302.0,20.6,43.4,5.31,19.7,4.37,1.2,3.7,0.55,2.96,0.52,1.38,0.201,1.32,0.19,3.6,0.33,0.8,0.39,13,0.1,4.91,1.68,,,,,,,,,105.40099999999998,10.601585475003198,2.9437379910977226,1.9041682649277587,0.8858849052718341,,
402,KD-WR-258,-76.830015,2.05889,1665,Bt diorite porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,3.79,61.7,15.32,1.49,0.091,3.58,5.07,3.83,1.84,0.649,0.26,,1.11,,,99.17,,16.0,2,139,150,14,30,40,60,19,0.9,< 5,44,669.0,15.7,124,5,< 2,< 0.5,< 0.1,< 1,< 0.2,1.1,1245.0,19.9,42.1,5.1,18.5,4.21,1.16,3.77,0.57,3.09,0.56,1.51,0.211,1.33,0.199,3.7,0.35,< 0.5,0.46,8,< 0.1,4.85,1.56,,,,,,,,,102.20999999999998,10.164334887852542,2.9517824749190695,1.925605152120808,0.8695343546397669,,
403,KD-WR-259,-76.833663,2.058497,1770,Diorite Porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.98,62.32,15.67,2.14,0.08,3.14,4.74,3.75,1.89,0.618,0.24,,1.6,,,99.49,,14.0,2,125,140,12,30,20,70,20,0.9,< 5,46,619.0,14.9,145,5.2,< 2,< 0.5,< 0.1,1,< 0.2,0.7,1241.0,20.8,42.8,5.23,19.3,4.02,1.2,3.77,0.55,3.11,0.54,1.49,0.209,1.26,0.181,4.3,0.36,< 0.5,0.54,8,0.1,5.33,1.79,,,,,,,,,104.46,11.214252226910455,3.231101874593279,2.0325832161275197,0.9245641665304811,,
404,KD-WR-260,-76.833914,2.049644,1778,Diorite Porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.39,61.48,15.35,1.02,0.082,3.67,5.09,3.98,1.99,0.681,0.3,,2.3,,,100.8,,15.0,2,137,160,18,< 20,20,70,20,0.8,9,41,646.0,16.6,125,5.8,< 2,< 0.5,< 0.1,4,< 0.2,0.5,1477.0,26.6,54.7,6.42,22.9,4.87,1.37,4.14,0.62,3.35,0.58,1.63,0.243,1.52,0.209,3.9,0.53,< 0.5,0.63,6,< 0.1,5.96,2.49,,,,,,,,,129.15200000000002,11.88818565400844,3.410876892019511,1.8502664890073282,0.9061324030348485,,
405,KD-WR-261,-76.832669,2.053018,1827,Diorite Porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.66,63.51,15.23,2.6,0.082,3.35,4.61,3.99,1.82,0.623,0.27,,1.09,,,100.1,,14.0,2,128,130,13,30,40,80,20,1.1,< 5,45,661.0,15.2,131,5.2,< 2,< 0.5,< 0.1,< 1,< 0.2,1.3,1215.0,21.5,44.6,5.31,19.5,4.22,1.2,3.92,0.54,2.97,0.53,1.46,0.219,1.38,0.188,4,0.37,< 0.5,0.58,12,< 0.1,5.4,1.76,,,,,,,,,107.53699999999999,10.583684950773561,3.18155458235847,1.9296765119549932,0.8841941661608248,,
406,KD-WR-262,-76.80089,2.030936,1859,Bt diorite,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.04,60.95,14.82,1.96,0.088,4.86,5.67,3.61,2.09,0.885,0.32,,0.97,,,100.7,,17.0,2,166,240,21,60,50,50,20,1.3,< 5,64,633.0,17.6,173,6.8,3,1.9,< 0.1,< 1,< 0.2,2.7,1048.0,25.7,54.9,6.5,24.1,5.12,1.49,4.34,0.69,3.8,0.67,1.75,0.232,1.45,0.234,4.9,0.5,15.9,0.48,< 5,< 0.1,6.46,2.32,,,,,,,,,130.976,12.040448130365197,3.134559599156118,2.0332896842717885,0.9384275271914972,,
407,KD-WR-263*,-76.804272,2.033898,2140,Hb diorite,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,4.89,60.81,14.15,0.43,0.083,4.46,4.81,4.35,3.19,0.791,0.23,,0.86,,,99.61,,16.0,2,152,210,14,50,50,40,21,3.4,< 5,61,488.0,15.3,154,6,4,< 0.5,< 0.1,1,< 0.2,1.3,924.0,19.3,41.3,5.03,18.6,4.11,1.14,3.74,0.55,3.1,0.56,1.52,0.223,1.4,0.195,4.2,0.42,4.9,0.26,< 5,0.1,5.36,1.61,,,,,,,,,100.76799999999997,9.364978902953586,2.9324381204636216,1.8147679324894515,0.8697089353902052,,
408,KD-WR-264,-76.805512,2.009319,2205,Granodiorite porphyry,"Betulia Igneous Complex, Upper Cauca",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Patía-upper Cauca region,,2.59,66.18,16.0,0.88,0.045,1.65,3.87,4.67,2.3,0.445,0.19,,0.45,,,99.57,,7.0,1,73,110,6,< 20,40,30,20,1.0,< 5,66,775.0,9.3,123,5,< 2,< 0.5,< 0.1,< 1,< 0.2,1.8,1627.0,16.5,33.8,3.93,14.1,3.01,0.841,2.48,0.34,1.79,0.31,0.88,0.13,0.82,0.115,3.5,0.36,1.3,0.42,< 5,0.3,4.93,2.5,,,,,,,,,79.04599999999999,13.669342389626427,3.4231885276925023,2.054543583410518,0.9108393292435325,,
409,KD-WR-28*,-72.866839,7.317399,3490,Quartz diorite porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,1.93,64.66,17.86,1.31,0.061,1.33,2.21,2.32,4.46,0.493,0.27,,3.42,,,100.5,,8.0,2,116,30,8,< 20,190,50,27,6.0,12,179,629.0,18.0,136,13,2,< 0.5,< 0.2,< 1,1.4,9.9,1299.0,37.1,72.2,7.89,28.7,5.1,1.35,3.9,0.6,3.2,0.7,1.9,0.31,2.1,0.3,3.7,1.1,< 1,2.1,13,< 0.4,10,1.4,,,,,,,,,165.35,12.001406469760898,4.542731860676761,1.261603375527426,0.8871556418162815,,
410,KD-WR-29*,-72.919308,7.33887,2362,Granodiorite Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Leal-Mejía (2011),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,1.99,69.76,15.91,1.96,0.006,0.72,0.08,0.11,5.09,0.296,0.02,,4.26,,,100.4,,5.0,4,73,< 20,10,< 20,10,< 30,59,11.0,< 5,167,28.0,13.0,142,12,3,< 0.5,< 0.2,13,0.7,< 0.5,318.0,26.1,50.6,5.54,19.6,3.4,0.77,2.4,0.4,2.1,0.4,1.4,0.23,1.6,0.25,3.8,0.9,54,0.4,< 5,0.7,7.4,3.5,,,,,,,,,114.79000000000002,11.081487341772151,4.793745346239763,1.0189873417721518,0.7807852389915432,,
411,TBCV007,-72.8704,7.32394,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,66.1,17.74,2.53,0.04,0.66,3.5,3.98,3.76,0.35,0.17,,0.8,<0.02,<0.02,99.66,,4.0,2,66,,2.5,1.8,21.5,16,22.5,,<0.5,77.9,1020.1,13.1,148.4,12.4,0.2,<0.1,,<1,<0.1,3.6,1512.0,44.4,84.9,8.88,31.7,4.37,1.03,2.92,0.39,2.13,0.41,1.27,0.21,1.48,0.23,4.2,0.9,<0.5,0.1,0.8,<0.1,16.4,2.1,,<0.01,,<0.5,<0.1,4.1,,,184.31999999999996,20.379746835443036,6.344755670132955,1.3402896567453528,0.8278138462087802,,
412,TBCV043,-72.9154,7.37752,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,63.45,17.29,4.91,0.04,1.17,2.91,4.03,3.83,0.48,0.2,,1.4,0.05,0.29,99.7,,7.0,1,122,,7.8,1.8,151.6,23,22.8,,<0.5,108.8,1011.5,18.9,129.4,11,0.3,<0.1,,<1,<0.1,1.3,1001.0,25.5,56.2,6.69,26.9,5.12,1.21,4.17,0.61,3.5,0.66,1.8,0.27,1.84,0.27,3.9,0.7,25.5,0.2,0.9,0.2,8.8,4,,<0.01,,<0.5,<0.1,5.5,,,134.74,9.414556962025317,3.1101661392405062,1.5395569620253164,0.7737984318848489,,
413,TBCV058,-72.9032,7.33799,n.i.,Porphyry,"Santander Massif, Vetas-California porphyry suite",,,,Bissig et al. (2014),,Latest Oligocene to Pleistocene porphyry granitoids - Santander Massif,,,66.32,17.4,3.11,0.09,0.95,2.42,4.09,3.6,0.32,0.17,,1.2,<0.02,0.06,99.68,,5.0,2,57,,3.1,2,1.1,39,22.3,,<0.5,113.7,926.0,18.4,144.3,12.3,0.2,<0.1,,<1,<0.1,0.7,1467.0,31.5,65.6,7.1,27.3,4.49,1.11,3.56,0.53,3.19,0.58,1.69,0.26,1.85,0.27,3.9,0.8,0.6,<0.1,2.4,0.2,11.2,2.7,,<0.01,,<0.5,<0.1,2.7,,,149.03000000000003,11.566883339035236,4.381043669476473,1.3072414186338237,0.8176204876660786,,
