,sample,longitude,latitude,elevation _m.a.s.l._,lithology,"geological unit, locality",age _ma_,dating method,mineral,reference,unnamed: 10,age group,unnamed: 12,feo,sio2,al2o3,fe2o3,mno,mgo,cao,na2o,k2o,tio2,p2o5,cr2o3,loi,tot/c,tot/s,total,unnamed: 29,sc_ppm,be_ppm,v_ppm,cr_ppm,co_ppm,ni_ppm,cu_ppm,zn_ppm,ga_ppm,ge_ppm,as_ppm,rb_ppm,sr_ppm,y_ppm,zr_ppm,nb_ppm,mo_ppm,ag_ppm,in_ppm,sn_ppm,sb_ppm,cs_ppm,ba_ppm,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,hf_ppm,ta_ppm,w_ppm,tl_ppm,pb_ppm,bi_ppm,th_ppm,u_ppm,s_ppm,hg_ppm,li_ppm,se_ppm,cd_ppm,au_ppm,ti_ppm,unnamed: 82,sree_ppm,_la/yb_n,_la/sm_n,_gd/yb_n,eu/eu*,age_ma,age_ma_error
31,10RC43,-74.90055555555556,5.976111111111111,n.i.,Metagranite,Cajamarca Group,245.0 ± 2.0,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014a),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,,69.61959183673468,13.56734693877551,4.584489795918367,0.05877551020408163,1.6751020408163264,1.606530612244898,2.096326530612245,3.311020408163265,0.7444897959183674,0.156734693877551,,2.03,,,99.45040816326531,,11.478666666666669,3.1125,95,91,10.229666666666667,23.878666666666664,40.568000000000005,71.87733333333334,18.818,2.8026666666666666,2.422,111.26800000000001,163.924,13.056333333333335,298.84799999999996,10.501666666666667,1.054,,,,,3.0056666666666665,558.658,23.237666666666666,44.214333333333336,5.064,20.278666666666666,4.482,1.002,2.9890000000000003,0.4196666666666667,2.632,0.459,1.301,0.21966666666666668,1.4796666666666667,0.245,7.5089999999999995,1.025,1.816,,15.283999999999999,,6.607333333333333,2.5540000000000003,,,,,,,,,108.02366666666668,10.668568680177522,3.237680837430045,1.372269954745196,0.785694807492498,245.0,2.0
32,10RC53,-75.37444444444445,7.015555555555555,n.i.,Metagranite,Cajamarca Group,236.4 ± 1.8,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014a),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,,66.74244404113732,15.425486993345432,5.06010889292196,0.06864488808227466,2.235862068965517,0.6864488808227465,3.4714700544464607,2.6869570477918936,0.7943194192377495,0.07845130066545675,,1.92,,,99.17019358741682,,13.490666666666668,3.3009999999999997,106,99,13.512,32.612,27.411,60.35,17.618333333333332,2.212,,61.321333333333335,124.76633333333335,23.999333333333336,247.879,9.946,1.513,,,,,4.557333333333333,1378.3756666666668,41.751666666666665,79.89699999999999,8.901000000000002,36.58833333333333,6.536666666666666,1.5516666666666665,5.344333333333334,0.7663333333333334,4.4303333333333335,0.9796666666666667,2.616,0.41,2.925666666666667,0.46466666666666673,6.638999999999999,0.5356666666666666,0.4356666666666667,,17.76,,14.675,0.886,,,,,,,,,193.16333333333336,9.6945242864814,3.9886951675821987,1.2409269720582516,0.7761101882176855,236.4,1.8
33,10RC66,-75.16305555555556,5.138888888888889,n.i.,Qtz schist,Cajamarca Group,,,,Cochrane et al. (2014a),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,,69.82012304589006,14.36490569843671,4.8734563792233985,0.06877861825516894,1.7292909732728188,0.9137730711043873,1.6310358043368631,3.1932929904185574,0.6583096318709026,0.14738275340393342,,1.73,,,99.15,,13.306,5.0456666666666665,84,108,9.449333333333334,22.478333333333335,13.704666666666666,72.231,17.62766666666667,2.6809999999999996,1.9693333333333334,136.8036666666667,120.25566666666667,27.68466666666667,238.27233333333334,11.397666666666666,0.423,,,,,9.13,512.6646666666667,36.289,71.485,7.779,30.34766666666667,6.031,1.2806666666666666,5.684333333333332,0.801,5.015,0.983,2.615,0.39433333333333337,2.874,0.40233333333333327,6.062,0.9086666666666666,1.5133333333333334,,19.873,,12.478,2.8510000000000004,,,,,,,,,171.9813333333333,8.577599546641062,3.7575004530040648,1.3436009540895775,0.6563472652360034,,
34,10RC69,-75.1325,5.1575,n.i.,Metagranite,Cajamarca Group,255.7 ± 1.5,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014a),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,,68.0387144150488,15.500002011870032,4.661802635549743,0.0983502665727794,1.937500251483754,1.2097082788451865,1.612944371793582,3.9241756362538984,0.6097716527512322,0.167195453173725,,1.64,,,99.40016497334274,,12.521,3.7633333333333336,78,77,9.342,19.018333333333334,23.688,75.927,20.24533333333333,2.805,10.874666666666668,156.98600000000002,143.38133333333334,27.518,182.9506666666667,11.177333333333332,0.508,,,,,7.153333333333333,634.5883333333333,37.64666666666667,71.122,7.627666666666667,30.318,6.026,1.151,4.796666666666667,0.7546666666666666,4.935666666666666,1.0013333333333334,2.754,0.43333333333333335,2.9393333333333334,0.4453333333333333,5.080333333333333,0.8663333333333334,1.5326666666666666,,19.737666666666666,,15.498666666666667,3.386333333333333,,,,,,,,,171.9516666666667,8.700720524665218,3.901312782910249,1.1085830383383435,0.6307938300003125,255.7,1.5
35,AS-1,-75.67916666666666,6.048333333333333,n.i.,Diorite,Amagá Stock,,,,Saenz (2003),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,,71.9,13.1,3.95,0.08,1.38,0.76,3.0,3.81,0.6,0.16,,1.41,,,100.15,,,,57,15,,7,,,19,,,154,122.0,26.0,224,11,,,,,,,782.0,,59.0,,,,,,,,,,,,,,,,,127,,13,,,,,,,,,,,,,,,,
36,Palmitas*,-75.69341944444444,6.339405833333333,n.i.,Granitic gneiss,Palmitas Granitic Gneiss, 250,U-Pb (SHRIMP),Zircon,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,2.87,73.68,12.65,3.19,0.048,1.02,1.93,2.72,2.16,0.52,0.137,,0.99,,,101.915,,6.0,,54,33,23,10,24,40,14,,,74,189.0,25.0,147,10,,,,,,,657.0,25.0,57.0,,,,,,,,,,,,,,,,,19,,15,,42,,,,,,,,,,,,,255.7,
37,Abejorral,-75.43821,5.8076558333333335,n.i.,Granitic gneiss,Abejorral Granitic Gneiss, 250,U-Pb (SHRIMP),Zircon,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,4.23,69.9,13.59,4.7,0.05,1.83,1.15,2.01,3.6,0.715,0.226,,1.54,,,103.54100000000003,,6.0,,88,54,29,20,48,81,16,,,118,193.0,31.0,303,11,,,,,,,856.0,17.0,54.0,,,,,,,,,,,,,,,,,21,,8,,,,,,,,,,,,,,,255.7,
38,Manizales,-75.39984722222222,5.211820555555556,n.i.,Granitic gneiss,Manizales Granitic Gneiss,229.7 ± 0.5,40Ar/39Ar,Muscovite,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,3.55,69.4,14.38,3.95,0.066,1.56,1.7,2.93,2.68,0.534,0.142,,1.71,,,102.60200000000002,,8.0,,71,43,27,16,22,67,16,,,113,174.0,21.0,178,11,,,,,,,656.0,24.0,55.0,,,,,,,,,,,,,,,,,30,,8,,966,,,,,,,,,,,,,229.7,0.5
39,La Miel,-75.59846777777778,5.988345,n.i.,Granitic gneiss,La Miel Granitic Gneiss, 380,U-Pb (SHRIMP),Zircon,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,1.43,72.99,13.79,1.59,0.03,0.83,0.23,2.57,5.36,0.239,0.183,,1.42,,,100.66200000000002,,,,18,8,21,4,10,47,15,,,160,68.0,26.0,121,13,,,,,,,553.0,25.0,48.0,,26.0,,,,,,,,,,,,,,,21,,6,,,,,,,,,,,,,,,229.7,
40,Amaga,-75.67062666666666,6.047704444444444,n.i.,Granitic stock,Amaga Stock,227.6 ± 4.5,U-Pb (SHRIMP),Zircon,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,2.86,69.95,13.58,3.18,0.08,1.0,0.99,3.13,3.91,0.494,0.153,,1.13,,,100.457,,5.0,,45,21,5,10,15,58,19,,,161,141.0,32.0,175,8,,,,,,,769.0,21.0,44.0,,31.0,,,,,,,,,,,,,,,20,,3,,,,,,,,,,,,,,,227.6,4.5
41,Amaga*,-75.67062666666666,6.047704444444444,n.i.,Granitic stock,Amaga Stock,227.6 ± 4.5,U-Pb (SHRIMP),Zircon,Vinasco et al. (2006),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,1.21,77.76,10.55,1.34,0.043,0.56,0.86,3.32,3.71,0.223,0.064,,1.31,,,100.94999999999999,,,,13,6,,5,9,37,13,,,141,57.0,40.0,102,4,,,,,,,336.0,29.0,43.0,,,,,,,,,,,,,,,,,22,,10,6,166,,,,,,,,,,,,,227.6,4.5
42,900584,-74.766,8.129,n.i.,Gneiss,Nechí Gneiss,,,,Rodríguez et al. (2014),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,3.03,64.26,14.98,4.84,,2.48,4.56,3.27,2.54,0.59,0.15,,0.72,,,100.71,,16.0,1.9,106,40,21,9,15,70,17,,0.9,62,516.0,19.0,178,6.5,1,0.9,0.04,,,1.3,1300.0,48.0,92.0,8.4,25.0,5.8,1.9,5.2,0.71,3.8,0.73,2.3,0.3,2.0,0.3,8,,32,0.4,8.3,0.04,11,1.6,,,18.0,,0.07,,,,196.44000000000005,16.303797468354432,5.16804888694893,1.7662447257383969,1.0333086695459346,,
43,900585,-74.771,8.134,n.i.,Gneiss,Nechí Gneiss,,,,Rodríguez et al. (2014),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,3.85,57.58,16.52,7.04,,3.6,6.15,3.27,2.28,0.83,0.24,,1.38,,,101.37,,21.0,2.3,165,49,29,22,46,96,20,,0.9,84,676.0,19.0,141,8.5,1,0.9,0.05,,,2.3,996.0,33.0,69.0,7.1,25.0,5.6,1.8,5.1,0.73,3.9,0.76,2.3,0.31,2.1,0.31,7,,29,0.43,16,0.04,7.9,1.6,,,12.0,,0.1,,,,157.01,10.675105485232066,3.67992766726944,1.6497890295358648,1.0075187226875681,,
44,900586,-74.771,8.134,n.i.,Gneiss,Nechí Gneiss,,,,Rodríguez et al. (2014),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,3.2,62.75,15.47,5.92,,2.75,4.44,2.91,2.67,0.69,0.2,,1,,,100.99,,16.0,2.4,122,49,25,22,38,98,19,,0.9,118,524.0,12.0,148,5.4,1,0.9,0.04,,,5.5,769.0,42.0,85.0,7.9,24.0,4.8,1.3,4.4,0.51,2.5,0.48,1.4,0.17,1.1,0.18,7,,31,0.7,17,0.04,11,1,,,30.0,,0.08,,,,175.74,25.937859608745683,5.4641350210970465,2.717299578059072,0.8466931563267358,,
45,900588,-74.768,8.129,n.i.,Gneiss,Nechí Gneiss,,,,Rodríguez et al. (2014),,Permian to mid Triassic granitoid anatectites (ca. 250 - 223 Ma),,3.61,58.23,15.83,7.09,,3.58,5.72,3.35,2.29,0.85,0.25,,0.83,,,100.82,,20.0,2,162,54,27,23,51,97,20,,0.9,84,668.0,20.0,163,8.6,1,0.9,0.05,,,6.6,1130.0,35.0,73.0,7.4,27.0,6.0,1.9,5.4,0.75,4.0,0.8,2.5,0.31,2.1,0.32,7,,25,0.46,14,0.18,8,5.2,,,20.0,,0.1,,,,166.48000000000002,11.32208157524613,3.642756680731364,1.7468354430379744,0.9973305330485996,,
46,10RC39*,-75.40861111111111,5.901666666666666,n.i.,Amphibolite,Santa Elena Amphibolite,239.7 ± 2.4?,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014a),,Permian to mid Triassic amphibolites (ca. 240 - 216 Ma),,,52.477464292898816,17.749014282840477,7.598370549185275,0.13638100985717164,7.130778515389259,7.364574532287267,3.204953731643533,0.2143130154898411,0.8182860591430297,0.10715650774492055,,2.57,,,99.37129249647957,,30.92233333333333,1.7523333333333333,160,275,28.150333333333332,84.67566666666667,9.063666666666666,44.92733333333333,14.206666666666665,1.647,1.2189999999999999,7.826333333333333,278.8806666666667,17.328,83.39933333333335,1.3573333333333333,0.12333333333333334,,,,,0.48600000000000004,117.74233333333332,4.488666666666667,11.451,1.5456666666666667,7.950666666666667,2.220666666666667,0.8896666666666667,2.610666666666667,0.43933333333333335,2.544,0.6433333333333334,1.715,0.273,1.9153333333333336,0.265,1.952,0.12266666666666666,0.09233333333333334,,0.7903333333333333,,0.4163333333333334,0.19400000000000003,,,,,,,,,38.952000000000005,1.5920273284956257,1.2622557309103715,0.9259437128158132,1.1237781778245874,239.7,2.4
47,10RC39A*,-75.41027777777778,5.897777777777778,n.i.,Amphibolite,Santa Elena Amphibolite,239.7 ± 2.4,U-Pb (LA-ICP-MS),Zircon,Cochrane et al. (2014a),,Permian to mid Triassic amphibolites (ca. 240 - 216 Ma),,,52.19525481540931,15.68298956661316,8.72036717495987,0.14647873194221508,7.001683386837881,9.237925361155698,3.1834711075441406,0.23436597110754412,0.8300461476725521,0.05859149277688603,,2.34,,,99.63117375601927,,34.54933333333333,1.561,199,233,30.512,62.11633333333333,30.27733333333333,55.181999999999995,15.115333333333332,1.9786666666666666,3.3186666666666667,4.723333333333334,140.43433333333334,17.746666666666666,68.14466666666665,1.5016666666666667,0.168,,,,,0.18666666666666668,65.97566666666667,4.049666666666666,8.97,1.2443333333333333,6.256333333333333,2.090666666666667,0.779,2.5676666666666663,0.4603333333333333,3.284333333333334,0.6926666666666668,1.9409999999999998,0.27266666666666667,2.0076666666666667,0.2823333333333333,1.9013333333333333,0.132,0.3073333333333333,,2.792333333333333,,1.178,0.6633333333333333,,,,,,,,,34.89866666666667,1.3702670004084203,1.2096169163868076,0.8688095072965726,1.0238338941756027,239.7,2.4
48,10RC50*,-75.74194444444444,6.157222222222222,n.i.,Amphibolite,n.i.,,,,Cochrane et al. (2014a),,Permian to mid Triassic amphibolites (ca. 240 - 216 Ma),,,46.5525040192926,14.650144694533761,10.634119774919615,0.1767443729903537,9.004143890675241,13.187094051446945,2.0129220257234723,0.009819131832797428,1.3354019292604502,0.08837218649517685,,1.8,,,99.52,,46.58566666666667,1.2286666666666666,297,420,44.317,95.13266666666668,28.355,64.05933333333334,15.11,1.936,0.8176666666666667,0.6956666666666668,119.675,26.67533333333333,41.74033333333333,1.1793333333333333,0.057999999999999996,,,,,0.2993333333333334,6.307666666666667,1.3183333333333334,5.695,1.0973333333333333,7.541,2.736333333333333,1.1986666666666668,3.8506666666666667,0.7040000000000001,4.855999999999999,1.0236666666666665,2.8156666666666665,0.40633333333333327,2.706666666666667,0.40399999999999997,1.4110000000000003,0.07,0.1375,,0.40066666666666667,,0.03133333333333333,0.2386666666666667,,,,,,,,,36.353666666666676,0.33087807362141713,0.3008635679785437,0.9664484213589408,1.1253365277986038,,
49,10VDL05,-73.01,7.100833333333333,2793,Granodiorite,Santander Plutonic Group (Corcova granodiorite),198.3 ± 1.8,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,68.37,15.35,3.66,0.09,1.03,2.5,3.01,4.22,0.6,0.2,,0.91,,,99.94,,10.99,4.21,46,8,6.38,6.43,10.83,65,19.89,,2.95,144.63,255.79,34.63,340.49,16.44,0.13,,,,,2.1,1058.47,78.63,138.25,14.65,54.01,9.16,1.76,7.02,1.14,6.21,1.27,3.49,0.49,3.3,0.52,7.81,1.17,0.21,,15.86,0.08,22.66,3.12,47,,,,,,,,319.9,16.18645953202915,5.360510751202255,1.445109321058688,0.6434425563064,198.3,1.8
50,10VDL22,-72.99083333333333,6.83,636,Granodiorite,Santander Plutonic Group (Pescadero granodiorite),199.1 ± 1.3,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,71.29,14.66,2.26,0.1,0.72,1.94,3.62,4.03,0.38,0.12,,0.83,,,99.95,,6.52,4.37,24,7,3.06,6.41,4.8,46,16.37,,2.81,131.22,261.65,22.12,229.55,16.7,0.7,,,,,1.53,962.73,56.7,94.82,9.36,32.13,5.26,0.95,3.73,0.55,3.55,0.73,2.12,0.32,2.54,0.38,5.71,1.32,0.28,,12.01,0.07,19.66,2.65,76,,,,,,,,213.13999999999996,15.164457290939897,6.731481927130963,0.9975912821023953,0.6216862915699687,199.1,1.3
51,10VDL28,-72.81833333333333,6.375277777777778,1876,Granodiorite,Santander Plutonic Group (Onzaga granodiorite),200.4 ± 0.7,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,64.23,15.36,4.04,0.08,1.91,3.26,3.0,4.05,0.61,0.2,,3.29,,,100.03000000000002,,10.11,2.39,80,42,9.98,28.12,11.62,63,19.16,,1.95,139.49,429.16,18.75,216.33,11.52,0.2,,,,,0.84,935.95,60.5,104.75,10.79,39.27,6.01,1.37,4.31,0.61,3.49,0.72,1.91,0.27,1.89,0.3,5.55,0.96,0.39,,12.78,0.05,18.31,2.93,80,,,,,,,,236.19000000000003,21.745585247694954,6.286287972928382,1.549148304422566,0.7816069523688567,200.4,0.7
52,10VDL31,-72.81888888888889,6.407777777777778,1800,Granodiorite,Santander Plutonic Group (Onzaga granodiorite),201.0 ± 0.9,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,68.26,15.01,3.31,0.07,1.48,2.74,3.11,3.71,0.5,0.17,,1.38,,,99.74,,9.6,4.62,56,36,6.77,25.31,7.32,55,19.16,,2.93,113.94,429.31,27.25,196.29,14.11,0.4,,,,,1.18,702.57,59.62,105.7,11.08,40.31,7.16,1.37,5.3,0.79,4.72,0.96,2.61,0.38,2.74,0.38,4.96,1.54,0.27,,14.47,0.07,22.61,6.08,82,,,,,,,,243.12000000000003,14.781514675536664,5.199867996134173,1.3140226061782005,0.6488048114920403,201.0,0.9
53,10VDL32,-72.82472222222222,6.422777777777778,1782,Granodiorite,Santander Plutonic Group (Mogotes granodiorite),198.0 ± 0.8,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,69.61,15.33,2.67,0.07,0.92,2.62,3.46,3.97,0.43,0.16,,0.84,,,100.08,,6.04,3.92,37,7,4.28,6.91,14.99,39,18.01,,6.1,128.38,409.77,15.92,211.24,13.43,0.32,,,,,1.76,985.71,47.44,81.08,8.27,29.69,4.56,1.1,3.15,0.44,2.88,0.55,1.62,0.23,1.77,0.29,5.09,1.12,0.63,,14.98,0.04,18.5,3.24,83,,,,,,,,183.07,18.20744237049751,6.496705899770523,1.2089680326110277,0.8378304666969038,198.0,0.8
54,10VDL35*,-73.08555555555556,7.172777777777778,840,Diorite,Santander Plutonic Group (Río Suratá diorite),201.1 ± 1.4,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,53.92,20.43,7.39,0.09,2.37,6.25,3.5,1.21,1.43,0.5,,2.07,,,99.16,,7.58,2.92,66,13,6.59,7.92,12.22,117,25.11,,1.86,37.33,971.93,20.99,1895.47,7.71,1.18,,,,,1.02,1042.38,41.01,71.35,7.99,30.54,4.63,2.21,3.54,0.54,3.1,0.74,2.48,0.41,3.18,0.61,35.75,0.44,15.77,,6.69,0.06,5.82,1.9,160,,,,,,,,172.32999999999998,8.760727649072525,5.5312354758454765,0.7562295995541756,1.5998293814733073,201.1,1.4
55,10VDL52,-72.89833333333333,7.2316666666666665,3731,Tonalite,Santander Plutonic Group (Páramo Rico tonalite),199.8 ± 1.2,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,59.02,17.53,6.59,0.12,2.82,4.95,2.61,3.14,1.08,0.33,,1.56,,,99.75000000000001,,17.81,3.91,150,27,13.4,12.65,9.8,87,21.45,,2.66,128.56,559.06,28.28,219.04,10.98,0.64,,,,,3.29,800.19,53.38,98.94,10.43,40.92,7.97,1.8,6.25,0.93,5.14,1.08,2.72,0.42,2.88,0.43,5.08,0.89,0.51,,10.97,0.11,11.88,2.87,43,,,,,,,,233.29000000000002,12.591098218471638,4.182477539719095,1.4742293717768402,0.7499926310906688,199.8,1.2
56,10VDL54*,-73.29972222222223,8.1625,1268,Granite,Santander Plutonic Group (Ocaña alkali granite),195.8 ± 1.5,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,76.89,12.94,0.69,0.04,0.08,0.34,3.54,4.77,0.11,0.01,,0.5,,,99.91000000000001,,5.85,4.36,2,6,0.53,3,3.74,17,16.5,,1.95,174.02,25.54,32.77,60.2,21.13,0.63,,,,,0.88,216.89,20.93,40.81,4.73,18.48,4.32,0.44,3.78,0.82,4.97,1.21,3.44,0.55,4.1,0.62,2.88,2.19,0.58,,23.55,0.09,14.54,3.82,83,,,,,,,,109.19999999999999,3.4678707419985595,3.0255117987185494,0.6263044149428836,0.3243918603848962,195.8,1.5
57,10VDL56*,-72.9475,8.11888888888889,1636,Granite,Santander Plutonic Group (Aguablanca granite),202.2 ± 1.0,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,76.55,13.08,0.87,0.04,0.13,0.75,2.78,5.01,0.14,0.03,,0.7,,,100.08000000000001,,4.63,6.02,6,9,1.27,4.8,3.43,11,13.9,,1.22,192.78,101.98,12.85,88.14,12,0.22,,,,,2.04,531.75,33.01,54.24,5.21,17.16,2.57,0.39,1.88,0.28,1.82,0.38,1.23,0.19,1.65,0.27,3.09,1.08,0.39,,22.14,0.07,23.77,3.71,65,,,,,,,,120.27999999999997,13.590615010868174,8.020949284998931,0.7740186676895537,0.5167201057365488,202.2,1.0
58,10VDL59,-73.14611111111111,7.286944444444444,710,Tonalite,Santander Plutonic Group (Río Negro tonalite),196.0 ± 1.1,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,64.14,17.56,4.18,0.1,1.29,3.81,4.04,2.98,0.68,0.23,,0.74,,,99.75000000000001,,8.31,2.94,57,5,6.07,5.55,6.82,77,23.67,,2.51,66.06,448.15,43.62,463.77,15.13,0.85,,,,,1.14,1986.25,130.3,220.14,22.6,84.08,12.29,2.41,9.93,1.33,8.35,1.68,4.48,0.72,4.95,0.7,10.04,1.1,0.74,,7.89,0.14,12.14,1.39,327,,,,,,,,503.9600000000001,17.88202702126753,6.620730380090157,1.3627669096023525,0.6439955178462436,196.0,1.1
59,10VDL61*,-73.08805555555556,7.166388888888889,827,Granodiorite,Santander Plutonic Group (Río Suratá granodiorite),200.0 ± 1.5,U-Pb (LA-ICP-MS),Zircon,Van der Lelij et al. (2016),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,68.72,14.48,4.44,0.09,1.65,3.45,2.93,1.61,0.81,0.3,,1.58,,,100.06000000000002,,12.59,2.13,74,49,10.44,17.68,21.41,77,19.86,,1.97,49.15,397.69,39.11,338.57,14.27,0.56,,,,,2.2,641.0,48.09,86.98,9.62,39.79,7.93,2.54,6.29,1.1,6.74,1.49,3.88,0.59,3.87,0.59,7.91,0.63,0.49,,11.93,0.65,10.88,1.51,106,,,,,,,,219.5,8.441533379125373,3.7869969830957593,1.1041223737720647,1.0591834321506328,200.0,1.5
60,10-1-2-89,-72.938502,7.346025,n.i.,Quartz monzonite,Santander Plutonic Group (Paramo Rico Pluton),,,,Dörr et al. (1995),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,6.93,58.8,16.8,,0.14,3.17,4.66,2.74,3.75,1.06,0.31,,1.35,,,99.70999999999998,,,,173,24,n.d.,19,n.d.,70,n.d.,,,168,594.0,50.0,266,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,n.d.,,n.d.,0,,,,,,,,,,,,,,,
61,10-1-4-89,-72.938502,7.346025,n.i.,Granodiorite,Santander Plutonic Group (Paramo Rico Pluton),205 +5/-9,U-Pb (ID-TIMS),Zircon,Dörr et al. (1995),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,7.25,58.2,16.9,,0.15,3.37,6.11,2.9,2.6,1.08,0.31,,0.45,,,99.32000000000001,,,,n.d.,33,19,13,<10,112,23,,,120,615.0,41.0,202,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,11,,8,0,,,,,,,,,,,,,,205.0,0.5
62,10-1-5-89,-72.938502,7.346025,n.i.,Granodiorite,Santander Plutonic Group (Paramo Rico Pluton),,,,Dörr et al. (1995),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,7.38,54.9,17.0,,0.13,3.56,6.36,3.05,2.4,1.12,0.33,,0.68,,,96.91000000000001,,,,n.d.,45,n.d.,12,10,96,22,,,101,665.0,32.0,196,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,11,,5,0,,,,,,,,,,,,,,,
63,7-1-1-89,-72.893017,7.215066,n.i.,Tonalite,Santander Plutonic Group (Paramo Rico Pluton), 210,U-Pb (ID-TIMS),Zircon,Dörr et al. (1995),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,6.69,57.0,17.8,,0.12,3.17,5.5,3.33,2.92,1.01,0.32,,1.49,,,99.35,,,,n.d.,30,15,12,<10,80,22,,,107,693.0,37.0,235,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,12,,11,0,,,,,,,,,,,,,,205.0,
64,GE-20-M1,-72.898816,7.316152,2704,Alaskite,Santander Plutonic Group,204.3 +2.7/-3.3,U-Pb (LA-ICP-MS),Zircon,Mantilla et al. (2013),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,75.14,13.63,1.07,0.01,0.12,0.89,2.9,5.12,0.16,0.07,0.002,0.8,,,99.91199999999999,,,3,15,,0.6,,1.4,10,15.8,,1.9,220.6,88.1,19.6,90.1,14.4,0.2,,,3,0.7,3.3,365.0,28.2,56.6,6.54,21.7,4.35,0.46,3.76,0.62,3.67,0.69,2.0,0.31,1.91,0.3,3.3,1.5,0.8,0.2,2.4,,24,4.1,,,,3,,,,,131.11,10.029823049903904,4.048304961443329,1.3373097399871872,0.3384191468532323,204.3,1.0500000000000003
65,GG-12-M6*,-72.91094,7.326282,n.i.,Alaskite,Santander Plutonic Group,,,,Mantilla et al. (2013),,Latest Triassic to Jurassic granitoids - Santander Massif (ca. 210 - 196 Ma),,,70.2,14.34,2.47,0.03,0.43,1.02,1.73,7.98,0.22,0.22,0.002,1,0.02,0.04,99.64,,,1,41,,2.5,,20.7,21,12.6,,2.2,145.2,375.3,14.7,271.5,6.1,1.3,,,2,1.3,1,2157.0,68.5,140.1,15.07,54.8,9.07,1.46,6.7,0.81,3.42,0.57,1.46,0.23,1.36,0.27,7.3,0.5,1.2,,3.7,,40,3.6,,,,3,0.9,,,,303.81999999999994,34.21599652519235,4.716248214775842,3.3466741126830475,0.5462227265801028,,
