,Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±.1,Reference.1,Age max (Ma),±.2,Age min (Ma),±.3,Reference.2,Preferred Age max (Ma),±.4,Preferred Age min (Ma),±.5,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±.6,87Rb/86Sr,±.7,(87Sr/86Sr)i,147Sm/144Nd,±.8,143Nd/144Nd,±.9,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb,Longitude,Latitude
321,LS249,Llambias and Sato 1995,Los Leones Pluton,0,Granodiorite,P,452019.0,6625702.0,60.49,0.81,16.37,2.37,3.33,5.7,5.46,0.14,3.1,5.59,3.49,2.94,0.29,0.33,110.41,0.0,34.0,65.0,6.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,14.0,0.0,18.0,67.0,0.0,17.0,670.0,49.0,124.0,0.0,0.0,14.0,503.0,182.0,135.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,13.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,272.0,0.0,268.0,0.0,"Llambías and Sato,1995",0,0,0.707088,0.0,0.7772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000458122108,-30.500002026414876
322,LS250,Llambias and Sato 1995,Los Leones Pluton,0,Granodiorite,P,452019.0,6625702.0,56.59,1.26,16.64,1.72,5.67,7.39,7.22,0.13,3.66,6.42,3.55,2.14,0.41,1.67,114.47,0.0,30.0,67.0,9.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,13.0,0.0,9.0,88.0,0.0,14.0,616.0,42.0,190.0,0.0,0.0,21.0,560.0,193.0,85.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0,0.0,23.0,0.0,0.0,0.0,12.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,272.0,0.0,268.0,0.0,"Llambías and Sato,1995",0,0,0.706292,0.0,0.4395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000458122108,-30.500002026414876
323,LS252,Llambias and Sato 1995,Los Leones Pluton,0,Granodiorite,P,452019.0,6625702.0,58.55,1.13,16.93,2.53,4.63,7.16,6.91,0.12,2.94,5.75,3.55,2.04,0.31,1.47,114.02,0.0,30.0,69.0,10.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,13.0,0.0,10.0,90.0,0.0,9.0,627.0,15.0,144.0,0.0,0.0,7.0,419.0,166.0,78.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,22.0,0.0,0.0,0.0,10.0,0.0,XRF,271.7,1.0,0.0,271.7,0.0,0,0.0,0.0,0.0,0.0,0,272.0,0.0,268.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.706292,0.0,0.5391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000458122108,-30.500002026414876
324,LS253,Llambias and Sato 1995,Los Leones Pluton,0,Granodiorite,P,452019.0,6625702.0,55.24,1.34,18.0,3.1,4.38,7.48,7.17,0.11,3.41,7.2,3.46,1.61,0.32,1.71,114.53,0.0,24.0,57.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,10.0,0.0,8.0,88.0,0.0,7.0,516.0,16.0,200.0,0.0,0.0,26.0,539.0,137.0,58.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0,0.0,24.0,0.0,0.0,0.0,6.0,0.0,XRF,271.7,1.0,0.0,271.7,0.0,0,0.0,0.0,0.0,0.0,0,272.0,0.0,268.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.796043,0.0,0.3116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000458122108,-30.500002026414876
325,LS255,Llambias and Sato 1995,Tocota Pluton,0,Granodiorite,P,452117.0,6603538.0,62.83,0.92,15.28,1.68,3.96,5.64,5.47,0.09,2.68,4.44,3.02,3.38,0.17,1.37,110.93,0.0,35.0,70.0,13.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,12.0,0.0,24.0,66.0,0.0,21.0,640.0,48.0,134.0,0.0,0.0,23.0,275.0,222.0,183.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,20.0,0.0,XRF,269.1,1.0,0.0,269.1,0.0,0,0.0,0.0,0.0,0.0,0,269.0,0.0,267.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.71288,0.0,1.9281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.5000093933745,-30.70000143113538
326,LS256,Llambias and Sato 1995,Tocota Pluton,0,Granodiorite,P,452117.0,6603538.0,65.24,0.77,14.98,1.98,2.66,4.64,4.44,0.07,2.06,3.75,2.96,3.8,0.16,1.13,108.64,0.0,32.0,68.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,12.0,0.0,36.0,54.0,0.0,12.0,517.0,32.0,106.0,0.0,0.0,47.0,260.0,201.0,240.0,0.0,0.0,0.0,0,8.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,15.0,0.0,XRF,267.2,1.0,0.0,267.2,0.0,0,0.0,0.0,0.0,0.0,0,269.0,0.0,267.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.71562,0.0,2.6753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.5000093933745,-30.70000143113538
327,LS257,Llambias and Sato 1995,Tocota Pluton,0,Granodiorite,P,452117.0,6603538.0,64.29,0.81,15.27,2.01,2.96,4.97,4.77,0.08,2.27,4.07,3.21,3.65,0.17,1.17,109.7,0.0,31.0,73.0,10.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,12.0,0.0,30.0,61.0,0.0,14.0,556.0,35.0,114.0,0.0,0.0,27.0,282.0,211.0,216.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,15.0,0.0,XRF,267.7,1.0,0.0,267.7,0.0,0,0.0,0.0,0.0,0.0,0,269.0,0.0,267.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.71362,0.0,2.2195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.5000093933745,-30.70000143113538
328,LS258,Llambias and Sato 1995,Tocota Pluton,0,Granodiorite,P,452117.0,6603538.0,63.87,0.86,15.38,2.2,3.02,5.22,5.0,0.06,2.28,4.19,3.04,3.63,0.18,1.03,109.96,0.0,29.0,76.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,12.0,0.0,34.0,48.0,0.0,18.0,565.0,38.0,116.0,0.0,0.0,26.0,298.0,217.0,218.0,0.0,0.0,0.0,0,6.0,0.0,0.0,0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,269.0,0.0,267.0,0.0,"Llambías and Sato,1995",0,0,0.71372,0.0,2.1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.5000093933745,-30.70000143113538
329,LS259,Llambias and Sato 1995,Tocota Pluton,0,Granodiorite,P,452117.0,6603538.0,63.6,0.9,15.02,1.07,4.35,5.42,5.31,0.09,2.57,4.18,2.84,3.57,0.16,1.28,110.36,0.0,20.0,62.0,8.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,24.0,118.0,0.0,17.0,599.0,48.0,136.0,0.0,0.0,2.0,251.0,197.0,197.0,0.0,0.0,0.0,0,7.0,0.0,0.0,0,0.0,19.0,0.0,0.0,0.0,12.0,0.0,XRF,268.8,1.0,0.0,268.8,0.0,0,0.0,0.0,0.0,0.0,0,269.0,0.0,267.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.71463,0.0,2.2745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.5000093933745,-30.70000143113538
330,CG-51,Llambias and Sato 1995,Los Puentes Pluton,0,Granite,P,451679.0,6703271.0,69.93,0.37,14.69,0.91,1.93,2.84,2.75,0.06,0.59,1.39,3.35,5.26,0.11,1.28,105.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,22.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,237.0,221.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,XRF,256.9,1.3,0.0,256.9,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,249.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.72284,0.0,4.1679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000456052541,-29.80000132260405
331,CG-55,Llambias and Sato 1995,Los Puentes Pluton,0,Granite,P,451679.0,6703271.0,73.63,0.22,13.2,0.75,1.32,2.07,1.99,0.05,0.27,1.0,3.31,4.74,0.05,1.31,103.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,21.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,187.0,171.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,24.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,249.0,0.0,"Llambías and Sato,1995",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000456052541,-29.80000132260405
332,CG-10,Llambias and Sato 1995,Los Puentes Pluton,0,Granite,P,451679.0,6703271.0,74.48,0.18,13.15,0.65,1.2,1.85,1.78,0.04,0.25,0.8,3.37,4.74,0.05,0.9,103.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,21.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,170.0,229.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,17.0,0.0,0.0,0.0,25.0,0.0,0.0,XRF,248.7,1.3,0.0,248.7,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,249.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.74376,0.0,9.4323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000456052541,-29.80000132260405
333,CG-41,Llambias and Sato 1995,Los Puentes Pluton,0,Granite,P,451679.0,6703271.0,75.51,0.13,13.01,0.54,0.94,1.48,1.43,0.04,0.17,0.73,3.2,5.22,0.02,0.87,103.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,19.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,150.0,245.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,249.0,0.0,"Llambías and Sato,1995",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000456052541,-29.80000132260405
334,CG-39,Llambias and Sato 1995,Los Puentes Pluton,0,Granite,P,451679.0,6703271.0,75.85,0.1,12.73,0.78,0.45,1.23,1.15,0.01,0.09,0.23,3.04,5.63,0.0,1.01,102.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,21.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,116.0,274.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,22.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,249.0,0.0,"Llambías and Sato,1995",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000456052541,-29.80000132260405
335,LS-134,Llambias and Sato 1995,El Fierro Pluton,0,Granite,P,441842.0,6736466.0,72.78,0.35,13.28,0.99,1.7,2.69,2.59,0.04,0.41,1.45,2.89,5.13,0.1,0.86,105.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,20.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,229.0,257.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,27.0,0.0,0.0,XRF,256.9,1.1,0.0,256.9,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,256.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.739984,0.0,8.8463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60000982483164,-29.500005807487884
336,LS-129,Llambias and Sato 1995,El Fierro Pluton,0,Granite,P,441842.0,6736466.0,72.86,0.25,13.68,0.75,1.46,2.21,2.13,0.04,0.23,1.18,2.99,5.61,0.06,1.04,104.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,18.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,242.0,281.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,28.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,256.0,0.0,"Llambías and Sato,1995",0,0,0.766229,0.0,15.5827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60000982483164,-29.500005807487884
337,LS-130,Llambias and Sato 1995,El Fierro Pluton,0,Granite,P,441842.0,6736466.0,73.38,0.23,13.14,0.64,1.39,2.03,1.97,0.04,0.18,1.07,2.85,5.67,0.04,0.92,103.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,17.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,216.0,272.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,27.0,0.0,0.0,XRF,256.2,1.2,0.0,256.2,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,256.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.769729,0.0,16.6128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60000982483164,-29.500005807487884
338,LS-135,Llambias and Sato 1995,El Fierro Pluton,0,Granite,P,441842.0,6736466.0,73.9,0.22,13.12,0.83,1.14,1.97,1.89,0.03,0.26,0.97,2.86,5.46,0.07,1.06,103.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,18.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,178.0,272.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,32.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,256.0,0.0,"Llambías and Sato,1995",0,0,0.759572,0.0,13.8554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60000982483164,-29.500005807487884
339,LS-136,Llambias and Sato 1995,El Fierro Pluton,0,Granite,P,441842.0,6736466.0,74.07,0.22,12.93,0.67,1.28,1.95,1.88,0.03,0.16,1.03,2.87,5.24,0.05,1.02,103.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,19.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,182.0,308.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,21.0,0.0,0.0,0.0,30.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,257.0,0.0,256.0,0.0,"Llambías and Sato,1995",0,0,0.776625,0.0,18.1315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.60000982483164,-29.500005807487884
340,LS-96,Llambias and Sato 1995,Los Lavaderos Pluton,0,Granite,P,451488.0,6736512.0,73.12,0.24,13.02,0.96,1.18,2.14,2.04,0.04,0.28,1.1,3.13,5.47,0.02,1.02,103.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,21.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,269.0,273.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,23.0,0.0,0.0,XRF,0.0,0.0,258.7,258.7,1.9,"Llambías and Sato, 1995",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.74978,0.0,11.5967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50049450835412,-29.500002362544297
341,LS-95,Llambias and Sato 1995,Los Lavaderos Pluton,0,Granite,P,451488.0,6736512.0,73.37,0.2,12.84,0.87,1.39,2.26,2.17,0.04,0.25,0.7,3.11,5.28,0.05,1.57,104.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,22.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,253.0,294.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,53.0,0.0,0.0,XRF,0.0,0.0,258.7,258.7,1.9,"Llambías and Sato, 1995",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.777438,0.0,19.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50049450835412,-29.500002362544297
342,LS-101,Llambias and Sato 1995,Los Lavaderos Pluton,0,Granite,P,451488.0,6736512.0,73.48,0.21,13.04,1.12,1.18,2.3,2.19,0.04,0.15,0.8,3.34,5.69,0.03,0.78,104.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,23.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,363.0,203.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,21.0,0.0,0.0,XRF,0.0,0.0,258.7,258.7,1.9,"Llambías and Sato, 1995",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,21.2976,0.0,0.78466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50049450835412,-29.500002362544297
343,LS-103,Llambias and Sato 1995,Los Lavaderos Pluton,0,Granite,P,451488.0,6736512.0,74.32,0.21,12.9,0.96,1.09,2.05,1.95,0.05,0.27,0.83,3.23,5.08,0.04,1.0,103.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,26.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,268.0,285.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,24.0,0.0,0.0,XRF,0.0,0.0,258.7,258.7,1.9,"Llambías and Sato, 1995",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,14.4011,0.0,0.761025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50049450835412,-29.500002362544297
344,LS-75,Llambias and Sato 1995,Los Lavaderos Pluton,0,Granite,P,451488.0,6736512.0,75.96,0.16,12.06,0.87,1.01,1.88,1.79,0.03,0.02,0.6,3.11,5.54,0.0,0.57,103.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,21.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,328.0,189.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,18.0,0.0,0.0,XRF,0.0,0.0,258.7,258.7,1.9,"Llambías and Sato, 1995",0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.849116,0.0,38.5224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50049450835412,-29.500002362544297
345,LS-90,Llambias and Sato 1995,Las Opeñas Pluton,0,Granite,P,451488.0,6747592.0,74.58,0.1,13.77,0.43,0.76,1.19,1.15,0.04,0.0,0.7,3.24,5.15,0.11,0.79,102.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,79.0,429.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0,19.0,0.0,0.0,0.0,32.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,258.0,0.0,254.0,0.0,"Llambías and Sato,1995",0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000404510519,-29.400005185883924
346,LS-71,Llambias and Sato 1995,Las Opeñas Pluton,0,Granite,P,451488.0,6747592.0,75.74,0.09,13.19,0.4,0.78,1.18,1.14,0.04,0.0,0.67,3.09,4.91,0.05,0.79,102.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,12.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,81.0,411.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0,20.0,0.0,0.0,0.0,32.0,0.0,0.0,XRF,258.0,1.2,0.0,258.0,0.0,0,0.0,0.0,0.0,0.0,0,258.0,0.0,254.0,0.0,"Llambías and Sato,1995",Rb-Sr,Biotite-whole rock,0.88375,0.0,47.3692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000404510519,-29.400005185883924
347,LS-123,Llambias and Sato 1995,Las Opeñas Pluton,0,Granite,P,451488.0,6747592.0,75.84,0.03,13.68,0.45,0.53,0.98,0.93,0.03,0.03,0.39,3.21,5.11,0.08,0.86,102.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,559.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,23.0,0.0,0.0,0.0,31.0,0.0,0.0,XRF,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,258.0,0.0,254.0,0.0,"Llambías and Sato,1995",0,0,1.474727,0.0,217.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69.50000404510519,-29.400005185883924
