,Sample,Reference,Unit,Location,Petrography,Rock type,East,North,sio2,tio2,al2o3,fe2o3,feo,Measured Fe,feo_tot,mno,mgo,cao,na2o,k2o,p2o5,LOI,Total,la_ppm,ce_ppm,pr_ppm,nd_ppm,sm_ppm,eu_ppm,gd_ppm,tb_ppm,dy_ppm,ho_ppm,er_ppm,tm_ppm,yb_ppm,lu_ppm,y_ppm,sc_ppm,hf_ppm,nb_ppm,ta_ppm,th_ppm,zn_ppm,co_ppm,ni_ppm,ba_ppm,cr_ppm,v_ppm,se_ppm,br_ppm,cu_ppm,sr_ppm,zr_ppm,rb_ppm,as_ppm,be_ppm,sb_ppm,sn_ppm,u_ppm,w_ppm,bi_ppm,cd_ppm,cs_ppm,ga_ppm,ge_ppm,In_ppm,mo_ppm,pb_ppm,ag_ppm,Tl,Analytical technique (element),Age (Ma) dating,±,Age (Ma) reference,age,±.1,Reference.1,Age max (Ma),±.2,Age min (Ma),±.3,Reference.2,Preferred Age max (Ma),±.4,Preferred Age min (Ma),±.5,Reference(s),Radiometric dating technique,Dated material,87Sr/86Sr,±.6,87Rb/86Sr,±.7,(87Sr/86Sr)i,147Sm/144Nd,±.8,143Nd/144Nd,±.9,eNd,(143Nd/144Nd)i,eNdi,(206Pb/204Pb)i,206Pb/204Pb,(207Pb/204Pb)i ,207Pb/204Pb,(208Pb/204Pb)i,208Pb/204Pb,208Pb/206Pb,207Pb/206Pb,Longitude,Latitude
491,QCA-2,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,72.18,0.69,13.7,4.26,0.0,4.26,3.83,0.02,1.38,0.32,1.18,3.94,0.16,2.06,99.91,39.55,82.96,9.56,36.2,7.05,1.14,6.0,0.84,4.92,0.88,2.4,0.33,2.13,0.31,32.0,14.0,8.0,13.0,-0.25,12.58,191.0,0.0,19.0,574.0,66.0,99.0,0.0,0.0,0.0,53.94,301.0,143.03,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,2.74,0.0,0.0,0.0,0.0,11.06,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.730414,0.0,7.662001,0.0,0.712986,0.117829,0.0,0.512119,8e-06,0.0,0.511996,-9.0,18.593056,18.879684,15.634688,15.648806,38.445356,39.119856,0.0,0.0,-70.34999908040236,-25.2833294380264
492,QCA-3,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,84.96,0.28,7.56,0.99,0.0,0.99,0.89,0.02,0.54,0.28,2.45,1.41,0.07,0.71,99.3,8.65,20.13,2.56,10.38,2.36,0.4,2.41,0.43,2.84,0.59,1.67,0.25,1.54,0.21,20.0,-2.5,8.0,7.0,-0.25,5.56,222.0,0.0,-4.0,196.0,16.0,14.0,0.0,0.0,0.0,60.79,269.0,47.19,0.0,0.0,0.0,0.0,0.99,0.0,0.0,0.0,0.87,0.0,0.0,0.0,0.0,20.56,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.715596,0.0,2.239668,0.0,0.710501,0.137553,0.0,0.512143,5e-06,0.0,0.511999,-8.0,18.555066,18.644214,15.637394,15.641785,38.45798,38.616852,0.0,0.0,-70.34999908040236,-25.2833294380264
493,QCA-5,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,64.07,0.94,15.15,2.3,0.0,2.3,2.07,0.08,3.08,6.6,5.39,0.81,0.17,0.98,99.5,18.51,53.31,7.44,30.45,6.28,1.19,5.7,0.87,5.41,1.08,3.08,0.42,2.79,0.41,31.0,16.0,8.0,11.0,-0.25,14.23,35.0,0.0,23.0,94.0,51.0,139.0,0.0,0.0,0.0,249.67,290.0,38.7,0.0,0.0,0.0,0.0,2.27,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.0,5.91,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.707256,0.0,0.446883,0.0,0.70624,0.124617,0.0,0.512585,5e-06,0.0,0.512455,0.0,18.489034,19.210344,15.631332,15.66686,38.09539,39.53752,0.0,0.0,-70.34999908040236,-25.2833294380264
494,QCA-6,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,62.31,1.07,15.95,2.23,0.0,2.23,2.01,0.05,3.46,8.18,4.32,0.74,0.2,0.77,99.23,30.19,71.18,8.48,32.49,6.53,1.43,6.08,0.97,5.75,1.17,3.25,0.47,2.99,0.43,33.0,14.0,8.0,10.0,-0.25,18.6,31.0,0.0,35.0,146.0,59.0,159.0,0.0,0.0,0.0,322.0,311.0,34.3,0.0,0.0,0.0,0.0,4.04,0.0,0.0,0.0,1.34,0.0,0.0,0.0,0.0,11.5,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.706186,0.0,0.307055,0.0,0.705488,0.121499,0.0,0.512628,7e-06,0.0,0.512501,1.0,18.3589,19.01285,15.613988,15.646198,37.996103,38.9552,0.0,0.0,-70.34999908040236,-25.2833294380264
495,QCA-7,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,61.71,0.99,15.19,6.42,0.0,6.42,5.78,0.14,3.02,5.32,3.23,3.09,0.18,0.68,99.99,13.59,31.39,4.17,18.26,4.7,1.14,4.91,0.81,5.02,1.02,2.95,0.43,2.77,0.41,32.0,19.0,10.0,9.0,-0.25,10.7,87.0,0.0,23.0,387.0,49.0,139.0,0.0,0.0,0.0,228.0,393.0,133.0,0.0,0.0,0.0,0.0,2.09,0.0,0.0,0.0,6.56,0.0,0.0,0.0,0.0,30.5,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.708603,0.0,1.681887,0.0,0.704777,0.155309,0.0,0.512676,5e-06,0.0,0.512513,2.0,18.540906,18.66726,15.635561,15.641785,38.394719,38.600788,0.0,0.0,-70.34999908040236,-25.2833294380264
496,QCA-9,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,364078.0,7202995.0,61.33,0.64,17.15,5.66,0.0,5.66,5.09,0.11,2.63,5.02,3.82,2.13,0.15,1.54,100.14,16.83,35.26,4.33,17.26,3.64,0.99,3.48,0.54,3.28,0.66,1.92,0.28,1.81,0.28,21.0,11.0,5.0,5.0,-0.25,4.45,103.0,0.0,14.0,412.0,22.0,114.0,0.0,0.0,0.0,387.0,140.0,56.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,13.2,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.704446,0.0,0.417043,0.0,0.703498,0.127612,0.0,0.512688,5e-06,0.0,0.512554,2.0,18.467268,18.596118,15.627414,15.633761,38.385983,38.58372,0.0,0.0,-70.34999908040236,-25.2833294380264
497,QMA-1,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,358813.0,7225094.0,58.05,0.89,16.36,7.34,0.0,7.34,6.6,0.15,3.61,6.54,3.64,1.94,0.27,0.73,99.48,21.19,48.82,6.23,24.95,5.43,1.34,5.04,0.77,4.4,0.89,2.6,0.36,2.39,0.36,23.0,14.0,6.0,7.0,-0.25,26.3,94.0,0.0,24.0,251.0,59.0,166.0,0.0,0.0,0.0,356.0,219.0,118.0,0.0,0.0,0.0,0.0,5.23,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0,11.2,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.70553,0.0,0.955392,0.0,0.703357,0.131875,0.0,0.512803,4e-06,0.0,0.512665,5.0,18.377288,19.244412,15.585033,15.627743,37.170561,38.559624,0.0,0.0,-70.39999775007641,-25.083328509282243
498,QMA-2,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,358813.0,7225094.0,61.26,0.98,15.12,6.52,0.0,6.52,5.87,0.1,2.82,5.34,3.41,3.11,0.2,0.39,99.24,22.77,53.49,6.78,27.13,5.95,1.19,5.68,0.87,5.24,1.06,3.1,0.46,2.76,0.42,33.0,15.0,10.0,9.0,-0.25,15.4,63.0,0.0,15.0,295.0,39.0,153.0,0.0,0.0,0.0,219.0,415.0,164.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,10.34,0.0,0.0,0.0,0.0,14.1,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.708028,0.0,2.159013,0.0,0.703117,0.132773,0.0,0.512815,5e-06,0.0,0.512676,5.0,18.204707,18.743312,15.592187,15.618716,38.059303,38.702192,0.0,0.0,-70.39999775007641,-25.083328509282243
499,QPA-2,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,357267.0,7212155.0,71.49,0.35,15.42,1.31,0.0,1.31,1.18,0.02,0.66,4.17,5.43,0.23,0.09,0.35,99.45,8.33,27.34,3.97,17.01,3.87,0.85,3.63,0.57,3.41,0.69,2.03,0.31,2.01,0.29,22.0,-2.5,6.0,5.0,-0.25,9.83,-5.0,0.0,-4.0,108.0,10.0,47.0,0.0,0.0,0.0,381.0,207.0,4.23,0.0,0.0,0.0,0.0,1.48,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,2.82,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.703987,0.0,0.031996,0.0,0.703914,0.137668,0.0,0.512887,5e-06,0.0,0.512743,6.0,19.144328,20.159238,15.633922,15.683911,38.522667,40.670032,0.0,0.0,-70.41667181584154,-25.19999833548954
500,QPA-4,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,357267.0,7212155.0,55.27,1.24,15.23,10.51,0.0,10.51,9.46,0.12,4.36,7.4,2.94,2.05,0.35,0.63,100.18,17.87,43.34,5.98,26.22,6.15,1.39,5.95,0.88,5.19,1.06,3.02,0.43,2.77,0.43,31.0,25.0,6.0,8.0,-0.25,11.5,28.0,0.0,23.0,347.0,34.0,297.0,0.0,0.0,0.0,342.0,230.0,52.8,0.0,0.0,0.0,0.0,1.95,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,5.71,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.704419,0.0,0.444949,0.0,0.703407,0.141953,0.0,0.512882,5e-06,0.0,0.512733,6.0,18.540735,19.17828,15.594335,15.625737,37.827746,39.02548,0.0,0.0,-70.41667181584154,-25.19999833548954
501,QSR-1,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,360817.0,7193730.0,62.54,0.67,17.23,6.16,0.0,6.16,5.54,0.08,2.49,5.31,3.97,1.66,0.18,0.49,100.83,16.19,34.64,4.3,17.17,3.71,1.04,3.71,0.55,3.62,0.72,2.11,0.3,1.99,0.31,23.0,15.0,5.0,6.0,-0.25,3.28,40.0,0.0,-4.0,400.0,11.0,118.0,0.0,0.0,0.0,385.0,153.0,48.3,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,1.37,0.0,0.0,0.0,0.0,4.42,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.704395,0.0,0.361566,0.0,0.703573,0.130437,0.0,0.51274,6e-06,0.0,0.512603,3.0,18.428649,18.682991,15.598365,15.610893,38.141031,38.576692,0.0,0.0,-70.38333079326628,-25.36667448174265
502,QSR-8,Lucassen et al 2006,Jurassic pluton,Shallow Section Coastal Batholith,Undefined plutonic rock,P,360817.0,7193730.0,58.19,0.89,18.99,3.31,0.0,3.31,2.98,0.16,4.0,8.34,4.45,0.51,0.01,0.65,99.44,4.96,9.92,1.33,6.31,1.88,0.89,2.14,0.38,2.38,0.5,1.49,0.21,1.47,0.23,15.0,18.0,4.0,4.0,-0.25,2.45,36.0,0.0,12.0,137.0,23.0,74.0,0.0,0.0,0.0,630.0,130.0,17.1,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,1.96,0.0,0.0,0.0,0.0,8.9,0.0,0.0,"XRF, ICP-MS",160.0,0.0,0.0,160.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.704067,0.0,0.078224,0.0,0.703889,0.180176,0.0,0.512859,5e-06,0.0,0.51267,5.0,18.478785,18.532491,15.60905,15.611695,38.38335,38.544564,0.0,0.0,-70.38333079326628,-25.36667448174265
503,31,Lucassen et al 2006,Jurassic volcanics,Quebrada La Tranquita,Undefined volcanic rock,V,446651.0,7050987.0,51.13,2.01,14.61,6.96,5.46,12.42,11.72,0.15,4.92,6.17,4.25,1.71,0.3,3.33,100.52,14.0,37.0,5.5,26.0,6.6,2.0,7.1,1.2,7.4,1.5,4.4,0.66,4.2,0.64,39.0,41.0,-0.5,7.6,0.5,2.4,69.0,0.0,14.0,174.0,31.0,381.0,0.0,0.0,0.0,353.0,180.0,40.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,0.52,0.0,0.0,0.0,0.0,3.7,0.0,0.0,"XRF, ICP-MS",0.0,0.0,159.0,159.0,0.0,Lucassen et al 2006,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.70531,0.0,0.326607,0.0,0.704572,0.153514,0.0,0.512947,5e-06,0.0,0.512787,7.0,18.231655,18.651228,15.571981,15.592638,38.051697,38.429104,0.0,0.0,-69.53610759199483,-26.66111041565786
504,33,Lucassen et al 2006,Jurassic volcanics,Quebrada La Tranquita,Undefined volcanic rock,V,446651.0,7050987.0,52.37,1.06,17.1,3.55,4.04,7.59,7.23,0.11,4.8,5.29,4.85,2.3,0.23,3.41,99.12,18.0,39.0,5.0,21.0,4.6,1.3,3.9,-0.03,3.4,0.64,1.8,0.27,1.7,0.25,17.0,22.0,2.9,5.5,0.38,3.8,89.0,0.0,40.0,502.0,43.0,198.0,0.0,0.0,0.0,663.0,127.0,43.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,2.0,0.0,0.0,"XRF, ICP-MS",0.0,0.0,159.0,159.0,0.0,Lucassen et al 2006,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.704548,0.0,0.186923,0.0,0.704125,0.132464,0.0,0.512778,6e-06,0.0,0.51264,4.0,17.893497,18.719364,15.557995,15.598656,37.602372,38.713236,0.0,0.0,-69.53610759199483,-26.66111041565786
505,K 116,Lucassen et al 2006,Jurassic volcanics,Quebrada Cachina,Undefined volcanic rock,V,340251.0,7137189.0,68.9,0.51,15.26,3.82,0.0,3.82,3.44,0.02,0.4,0.22,4.07,4.8,0.05,3.37,101.4,23.0,39.0,4.1,17.0,3.3,0.81,2.6,0.0,2.2,0.42,1.2,0.18,1.2,0.19,11.0,8.0,-0.5,3.0,-0.25,4.37,21.0,0.0,12.0,273.0,44.0,46.0,0.0,0.0,0.0,89.93,155.0,148.73,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,2.58,0.0,0.0,0,211.0,0.0,0.0,211.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.718848,0.0,4.772975,0.0,0.704526,0.116148,0.0,0.512597,5e-06,0.0,0.51244,1.0,18.330606,19.511946,15.617415,15.67689,38.501453,39.855788,0.0,0.0,-70.59443814046656,-25.874998204175036
506,K 118,Lucassen et al 2006,Jurassic volcanics,Quebrada Cachina,Undefined volcanic rock,V,340251.0,7137189.0,67.6,0.49,14.85,2.73,0.91,3.64,3.37,0.07,0.75,3.31,4.79,2.28,0.04,2.81,100.6,16.0,23.0,4.6,19.0,4.3,1.3,3.7,0.64,3.5,0.66,1.8,0.26,1.9,0.28,15.0,10.0,-0.5,3.0,-0.25,3.36,28.0,0.0,18.0,354.0,32.0,66.0,0.0,0.0,0.0,141.95,126.0,121.92,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,3.05,0.0,0.0,0,211.0,0.0,0.0,211.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.711035,0.0,2.476851,0.0,0.703603,0.135459,0.0,0.512721,8e-06,0.0,0.51253,3.0,18.400635,19.081086,15.641629,15.675887,38.37033,39.237324,0.0,0.0,-70.59443814046656,-25.874998204175036
507,97-213,Lucassen et al 2006,Jurassic volcanics,Cerro Yumbes,Undefined volcanic rock,V,352152.0,7242469.0,77.6,0.27,12.91,0.29,0.0,0.29,0.26,0.0,0.05,0.27,7.35,0.26,0.07,0.6,99.7,7.0,15.0,2.0,7.0,1.7,0.18,1.8,0.35,2.3,0.49,1.6,0.26,1.7,0.28,13.0,3.3,-0.5,9.0,-0.25,16.86,-5.0,0.0,-5.0,30.0,17.0,10.0,0.0,0.0,0.0,48.26,161.0,9.73,0.0,0.0,0.0,0.0,2.16,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0,211.0,0.0,0.0,211.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.708705,0.0,0.581414,0.0,0.70696,0.139152,0.0,0.512412,4e-06,0.0,0.51222,-3.0,20.347176,29.297478,15.711733,16.162342,30.526302,52.754176,0.0,0.0,-70.46417005003144,-24.92582714804156
508,97-218,Lucassen et al 2006,Jurassic volcanics,Cerro Yumbes,Undefined volcanic rock,V,352152.0,7242469.0,72.0,0.33,13.55,1.33,0.65,1.98,1.85,0.02,0.95,1.25,3.44,4.17,0.07,1.99,99.8,40.0,82.0,9.8,36.0,7.6,0.93,6.9,1.1,6.5,1.2,3.6,0.53,3.4,0.5,33.0,6.9,-0.5,6.0,-0.25,16.38,-5.0,0.0,-5.0,560.0,10.0,24.0,0.0,0.0,0.0,97.53,186.0,122.0,0.0,0.0,0.0,0.0,2.49,0.0,0.0,0.0,-0.05,0.0,0.0,0.0,0.0,6.35,0.0,0.0,0,211.0,0.0,0.0,211.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.718542,0.0,3.610223,0.0,0.707709,0.121744,0.0,0.51239,5e-06,0.0,0.512222,-3.0,18.118219,19.089102,15.623998,15.672878,37.205751,39.23632,0.0,0.0,-70.46417005003144,-24.92582714804156
509,LAN_04_01,Mamani et al 2008,Jurassic volcanic,Antofagasta,Gabbro,P,371647.0,7509190.0,52.5,1.34,15.5,0.31,1.53,1.83,1.8,0.16,4.52,8.2,3.11,1.32,0.22,0.0,97.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,5.0,0.0,0.0,77.0,31.0,23.0,249.0,35.0,299.0,0.0,0.0,300.0,292.0,107.0,46.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,16.0,0.0,0.0,0.0,9.0,0.0,0.0,"XRF, ICP-MS, TIMS",0.0,0.0,0.0,0.0,0.0,0,203.0,0.0,145.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.059819,0.0,15.59184,0.0,37.952622,0.0,0.0,-70.24800156089456,-22.518997834569934
510,LAN_04_02,Mamani et al 2008,Jurassic volcanic,Antofagasta,Gabbro,P,386020.0,7555137.0,55.3,0.93,16.2,0.35,1.73,2.08,2.05,0.11,4.16,7.57,3.21,1.5,0.14,0.0,98.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,36.0,0.0,3.0,0.0,0.0,53.0,25.0,18.0,265.0,35.0,287.0,0.0,0.0,198.0,325.0,113.0,55.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,12.0,0.0,0.0,"XRF, ICP-MS, TIMS",0.0,0.0,0.0,0.0,0.0,0,203.0,0.0,145.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.214657,0.0,15.58881,0.0,38.107761,0.0,0.0,-70.10500024236899,-22.105002769480556
511,IQ-04-01,Mamani et al 2008,Jurassic volcanic,Iquique,Diorite,P,382308.0,7668248.0,64.1,0.61,15.9,0.4,0.99,1.39,1.35,0.11,2.0,4.29,3.62,3.29,0.15,0.0,99.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,15.0,0.0,10.0,0.0,0.0,58.0,11.0,6.0,545.0,3.0,104.0,0.0,0.0,55.0,322.0,273.0,127.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,18.0,0.0,0.0,0.0,9.0,0.0,0.0,"XRF, ICP-MS, TIMS",0.0,0.0,0.0,0.0,0.0,0,203.0,0.0,145.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.051834,0.0,15.60753,0.0,39.008145,0.0,0.0,-70.13300143056402,-21.08299865421226
512,111,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,49.2,3.24,13.83,1.14,11.24,12.38,12.27,0.21,4.51,7.62,4.44,0.62,0.73,3.0,99.78,16.0,41.0,0.0,28.0,7.77,2.4,7.83,1.44,8.16,1.6,4.1,0.68,3.98,0.6,43.0,38.0,4.79,8.36,0.65,1.95,114.0,48.0,18.0,130.0,52.0,400.0,0.0,0.0,61.0,170.0,218.0,18.3,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.61,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.706949,0.0,0.0,0.0,0.70597,0.0,0.0,0.512787,0.0,4.0,0.512545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
513,124,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,263384.0,6462417.0,50.3,2.66,15.18,2.84,8.88,11.72,11.44,0.18,4.4,7.44,4.03,1.17,0.25,2.57,99.9,10.0,25.0,0.0,18.0,5.18,1.7,5.84,1.14,6.77,1.35,3.53,0.63,3.46,0.52,33.0,33.0,4.15,6.23,0.34,1.9,102.0,43.0,13.0,200.0,17.0,390.0,0.0,0.0,34.0,230.0,149.0,51.3,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4.55,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.705979,0.0,0.0,0.0,0.70396,0.0,0.0,0.512859,0.0,5.0,0.512608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.50333443031123,-31.949576123482995
514,114,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,51.1,2.65,14.5,2.04,9.6,11.64,11.44,0.19,4.17,7.43,4.25,0.87,0.4,2.76,99.96,13.0,33.0,0.0,23.0,6.5,2.06,6.69,1.2,7.32,1.45,4.09,0.62,3.97,0.62,40.0,32.0,4.71,6.68,0.5,2.25,116.0,42.0,9.0,190.0,29.0,326.0,0.0,0.0,32.0,243.0,200.0,30.9,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3.39,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.705705,0.0,0.0,0.0,0.70455,0.0,0.0,0.512761,0.0,3.0,0.512515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
515,108,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,51.3,2.0,14.84,1.93,8.32,10.25,10.06,0.17,5.18,8.25,3.94,0.86,0.26,2.62,99.67,11.0,28.0,0.0,19.0,5.48,1.84,5.8,0.0,6.76,1.28,3.69,0.0,3.57,0.54,34.0,37.0,5.0,0.0,0.0,2.0,93.0,39.0,20.0,200.0,50.0,290.0,0.0,0.0,35.0,260.0,164.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
516,118,Morata et al 2000,Pichidangui Formation,0,Undefined volcanic rock,V,261812.0,6462686.0,52.2,1.65,15.52,1.32,8.24,9.56,9.43,0.17,5.28,7.3,4.18,0.85,0.36,2.84,99.91,13.0,33.0,0.0,24.0,6.49,2.06,6.31,1.15,7.06,1.48,3.97,0.63,3.95,0.61,37.0,30.0,6.92,6.36,0.4,2.04,91.0,31.0,32.0,226.0,107.0,204.0,0.0,0.0,43.0,270.0,148.0,29.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.76,0.0,0.0,"ICP-AES, ICP-MS,TIMS",220.0,0.0,0.0,220.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0.706231,0.0,0.0,0.0,0.70526,0.0,0.0,0.51278,0.0,4.0,0.512544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-71.51988583449506,-31.946822706450952
